"source_binomial","phylum","source","submitted_name","matched_name2","search_name","n_mitogenome","n_target","ids_mitogenome","ids_target"
"Spinther citrinus","annelida","GoMA_census_fauna","Spinther citrinus","Spinther citrinus","Spinther citrinus","0","0","",""
"Spio filicornis","annelida","GoMA_census_fauna","Spio filicornis","Spio filicornis","Spio filicornis","0","2","","324604803|324604801"
"Spio setosa","annelida","GoMA_census_fauna","Spio setosa","Spio setosa","Spio setosa","0","4","","305653639|305653637|305653635|305653633"
"Spiophanes bombyx","annelida","GoMA_census_fauna","Spiophanes bombyx","Spiophanes bombyx","Spiophanes bombyx","0","9","","2432718682|269996461|269996459|269996457|269996455|269996453|269996451|269996449|1015812536"
"Spiophanes wigleyi","annelida","GoMA_census_fauna","Spiophanes wigleyi","Spiophanes wigleyi","Spiophanes wigleyi","0","0","",""
"Spirinia sp.","nematoda","GoMA_census_fauna","Spirinia sp.","Spirinia","Spirinia","0","14","","427198918|427198916|427198914|427198912|427198910|427198908|427198838|427198836|427198834|427198832|427198830|427198828|427198826|1273809133"
"Spirontocaris liljeborgii","arthropoda","GoMA_census_fauna","Spirontocaris liljeborgii","Spirontocaris liljeborgii","Spirontocaris liljeborgii","0","17","","1430075305|1430074727|220030579|220030577|936254514|936254276|936254086|936253744|936253720|936253316|936253094|936253070|936252806|936252724|936252612|936252484|936252186"
"Spirontocaris phippsii","arthropoda","GoMA_census_fauna","Spirontocaris phippsii","Spirontocaris phippsii","Spirontocaris phippsii","0","4","","1502968119|1495353234|116614099|116614097"
"Spirontocaris spinus","arthropoda","GoMA_census_fauna","Spirontocaris spinus","Spirontocaris spinus","Spirontocaris spinus","0","15","","1502976302|1502970564|1502968185|1497449256|1497447692|1495353208|301043420|116614107|220030593|220030591|220030589|220030587|220030585|220030583|220030581"
"Spirorbis borealis","annelida","GoMA_census_fauna","Spirorbis borealis","Spirorbis borealis","Spirorbis borealis","0","0","",""
"Spirorbis granulatus","annelida","GoMA_census_fauna","Spirorbis granulatus","Spirorbis granulatus","Spirorbis granulatus","0","0","",""
"Spirorbis violaceus","annelida","GoMA_census_fauna","Spirorbis violaceus","Spirorbis violaceus","Spirorbis violaceus","0","0","",""
"Spisula solidissima","mollusca","GoMA_census_fauna","Spisula solidissima","Spisula solidissima","Spisula solidissima","0","28","","1563835468|1563835394|1563835216|1563835108|564735537|564735337|564734939|564734293|1035662191|57231961|57231959|57231957|57231955|57231953|57231951|57231949|57231947|57231945|57231943|57231941|57231939|57231937|57231935|57231933|57231931|57231929|310893953|310893951"
"Spurwinkia salsa","mollusca","GoMA_census_fauna","Spurwinkia salsa","Spurwinkia salsa","Spurwinkia salsa","0","3","","20377508|17298386|757867869"
"Squalonchocotyle abbreviata","platyhelminthes","GoMA_census_fauna","Squalonchocotyle abbreviata","Squalonchocotyle abbreviata","Squalonchocotyle abbreviata","0","0","",""
"Squilla empusa","arthropoda","New England shrimp species","Squilla empusa","Squilla empusa","Squilla empusa","2","3","77020054|75214534","2432717842|1391840394|1035662089"
"Staurocoryne producta","cnidaria","GoMA_census_fauna","Staurocoryne producta","Staurocoryne producta","Staurocoryne producta","0","0","",""
"Staurophora mertensi","cnidaria","GoMA_census_fauna","Staurophora mertensi","Staurophora mertensi","Staurophora mertensi","0","0","",""
"Stauroteuthis syrtensis","mollusca","GoMA_census_fauna","Stauroteuthis syrtensis","Stauroteuthis syrtensis","Stauroteuthis syrtensis","0","1","","4003483"
"Stegocephalus inflatus","arthropoda","GoMA_census_fauna","Stegocephalus inflatus","Stegocephalus inflatus","Stegocephalus inflatus","0","0","",""
"Stegohornera violacea","bryozoan","GoMA_census_fauna","Stegohornera violacea","Stegohornera violacea","Stegohornera violacea","0","0","",""
"Stenopleustes gracilis","arthropoda","GoMA_census_fauna","Stenopleustes gracilis","Stenopleustes gracilis","Stenopleustes gracilis","0","0","",""
"Stenopleustes inermis","arthropoda","GoMA_census_fauna","Stenopleustes inermis","Stenopleustes inermis","Stenopleustes inermis","0","0","",""
"Stenopus scutellatus","arthropoda","New England shrimp species","Stenopus scutellatus","Stenopus scutellatus","Stenopus scutellatus","3","1","2214671967|2206098989|1554393467","1806557700"
"Stenothoe minuta","arthropoda","GoMA_census_fauna","Stenothoe minuta","Stenothoe minuta","Stenothoe minuta","0","0","",""
"Stenula peltata","arthropoda","GoMA_census_fauna","Stenula peltata","Stenula peltata","Stenula peltata","0","0","",""
"Stephanasterias albula","echinodermata","GoMA_census_fauna","Stephanasterias albula","Stephanasterias albula","Stephanasterias albula","0","2","","71388130|301505649"
"Stephanauge abyssicola","cnidaria","GoMA_census_fauna","Stephanauge abyssicola","Stephanauge abyssicola","Stephanauge abyssicola","0","0","",""
"Stephanostomum baccatum","platyhelminthes","GoMA_census_fauna","Stephanostomum baccatum","Stephanostomum baccatum","Stephanostomum baccatum","0","0","",""
"Stereobalanus canadensis","hemichordata","GoMA_census_fauna","Stereobalanus canadensis","Stereobalanus canadensis","Stereobalanus canadensis","2","0","1535788915|1475686970",""
"Stereoderma unisemita","echinodermata","GoMA_census_fauna","Stereoderma unisemita","Stereoderma unisemita","Stereoderma unisemita","0","0","",""
"Stereomastis sculpta","arthropoda","GoMA_census_fauna","Stereomastis sculpta","Stereomastis sculpta","Stereomastis sculpta","1","3","1197989268","672940950|672940948|669056310"
"Sternaspis fossor","annelida","GoMA_census_fauna","Sternaspis fossor","Sternaspis fossor","Sternaspis fossor","0","5","","304416776|304416774|304416768|304416772|304416770"
"Sternaspis scutata","annelida","GoMA_census_fauna","Sternaspis scutata","Sternaspis scutata","Sternaspis scutata","0","12","","1317844189|1317844149|1827390249|1827390247|1827390245|1735179566|1735179562|348609314|301298695|301298693|1015812540|614115483"
"Sthenelais limicola","annelida","GoMA_census_fauna","Sthenelais limicola","Sthenelais limicola","Sthenelais limicola","0","1","","572924176"
"Stiliger fuscatus","mollusca","GoMA_census_fauna","Stiliger fuscatus","Stiliger fuscatus","Stiliger fuscatus","0","0","",""
"Stoloteuthis leucoptera","mollusca","GoMA_census_fauna","Stoloteuthis leucoptera","Stoloteuthis leucoptera","Stoloteuthis leucoptera","0","1","","4003485"
"Stomphia carneola","cnidaria","GoMA_census_fauna","Stomphia carneola","Stomphia carneola","Stomphia carneola","0","0","",""
"Stomphia coccinea","cnidaria","GoMA_census_fauna","Stomphia coccinea","Stomphia coccinea","Stomphia coccinea","0","3","","2124741090|1430075041|1383528275"
"Streblospio benedicti","annelida","GoMA_census_fauna","Streblospio benedicti","Streblospio benedicti","Streblospio benedicti","0","59","","2432719252|2432718518|2432717794|161332380|161332378|161332376|161332374|161332372|161332370|161332368|161332366|1524090510|1524090508|1625626987|5006544|5006543|5006542|5006541|5006540|5006539|5006538|5006537|5006536|5006535|5006534|5006533|5006532|5006531|5006530|5006529|5006528|5006527|5006526|5006525|5006524|5006520|5006519|5006518|5006517|5006516|5006502|296398890|296398888|296398886|296398884|296398882|296398880|296398878|296398876|296398874|296398872|296398870|296398868|296398866|296398864|296398862|296398860|296398858|296398856"
"Streptosyllis arenae","annelida","GoMA_census_fauna","Streptosyllis arenae","Streptosyllis arenae","Streptosyllis arenae","0","0","",""
"Streptosyllis varians","annelida","GoMA_census_fauna","Streptosyllis varians","Streptosyllis varians","Streptosyllis varians","0","0","",""
"Strongylocentrotus droebachiensis","echinodermata","GoMA_census_fauna","Strongylocentrotus droebachiensis","Strongylocentrotus droebachiensis","Strongylocentrotus droebachiensis","3","527","158508411|1476010400|157056825","2133195756|2133195754|2133195752|2133195750|2133195748|2133195746|2133195744|2133195742|2133195740|2133195738|2133195736|2133195734|2133195732|2133195730|2133195728|2133195726|2133195724|2133195722|2133195720|2133195718|2133195716|2133195714|2133195712|2133195710|2133195708|2133195706|2133195704|2133195702|2133195700|2133195698|2133195696|2133195694|2133195692|2133195690|2133195688|2133195686|2133195684|2133195682|2133195680|2133195678|2133195676|2133195674|2133195672|2133195670|2133195668|2133195666|2133195664|2133195662|2133195660|2133195658|2133195656|2133195654|2133195652|2133195650|2133195648|2133195646|2133195644|2133195642|2133195640|2133195638|2133195636|2133195634|2133195632|2133195630|2133195628|2133195626|2133195624|2133195622|2133195620|2133195618|2133195616|2133195614|2133195612|2133195610|2133195608|2133195606|2133195604|2133195602|2133195600|2133195598|2133195596|2133195594|2133195592|2133195590|2133195588|2133195586|2133195584|2133195582|2133195580|2133195578|2133195576|2133195573|2133195570|2133195567|2133195564|2133195561|2133195558|2133195555|2133195552|2133195549|2133195546|2133195543|2133195540|2133195537|2133195534|2133195531|2133195528|2133195525|2133195522|2133195519|2133195516|2133195513|2133195510|2133195507|2133195504|2133195501|2133195497|2133195494|2133195491|2133195488|2133195485|2133195482|2133195479|2133195476|2133195473|2133195470|2133195466|2133195463|2133195460|2133195456|2133195453|2133195450|2133195447|2133195444|2133195441|2133195438|2133195435|2133195432|2133195429|2133195426|2133195423|2133195420|2133195417|2133195414|2133195411|2133195408|2133195405|2133195402|2133195399|2133195396|2133195392|2133195389|2133195386|2133195383|2133195380|2133195377|2133195374|2133195371|2133195368|2133195365|2133195362|2133195359|2133195356|2133195353|2133195350|2133195347|2133195344|2133195341|2133195338|2133195335|2133195332|2133195329|2133195326|2133195323|2133195320|2133195317|2133195314|2133195311|2133195308|2133195305|2133195302|2133195299|2133195296|2133195293|2133195290|2133195287|2133195284|2133195281|2133195278|2133195275|2133195272|2133195269|2133195266|2133195263|2133195260|2133195257|2133195254|2133195251|2133195248|2133195245|2133195242|2133195239|2133195236|2133195233|2133195230|2133195227|2133195224|2133195221|2133195218|2133195215|2133195212|2133195209|2133195206|2133195203|2133195200|2133195197|2133195194|2133195191|2133195188|2133195185|2133195182|2133195179|2133195176|2133195173|2133195170|2133195167|2133195164|2133195161|2133195158|2133195155|2133195152|2133195149|2133195146|2133195143|2133195140|2133195137|2133195134|2133195131|2133195128|2133195125|2133195122|2133195119|2133195116|2133195113|2133195110|2133195107|2133195104|2133195101|2133195098|2133195095|2133195092|2133195089|2133195086|2133195083|2133195080|2133195077|2133195074|2133195071|2133195068|2133195065|2133195062|2133195059|2133195056|2133195052|2133195049|2133195046|2133195043|2133195040|2133195037|2133195033|2133195030|2133195027|2133195023|2133195020|2133195017|2133195014|2133195011|2133195008|2133195005|2133195002|2133194999|2133194996|2133194993|2133194990|2133194987|2133194984|2133194981|2133194978|2133194975|2133194972|2133194969|2133194966|2133194963|2133194960|2133194957|2133194954|2133194951|2133194948|2133194945|2133194942|2133194939|2133194936|2133194933|2133194930|2133194927|2133194924|2133194921|2133194918|2133194915|2133194912|2133194909|2133194906|2133194903|2133194900|2133194897|2133194894|2133194891|2133194888|2133194885|2133194882|2133194879|2133194876|2133194872|2133194869|2133194865|2133194862|2133194858|2133194855|2133194852|2133194849|2133194846|2133194843|2133194840|2070382027|2070381491|2070381489|2070381301|2070381299|1877092861|1877092859|1877092857|1877092855|1877092853|1877092851|1877092849|1877092847|1877092845|1877092843|1877092841|1877092839|1877092837|1877092835|1877092833|1877092831|1877092829|1877092827|1877092825|1877092823|1877092821|1877092819|1877092817|1877092815|1877092813|1877092811|1877092809|1877092807|1877092805|1877092803|1877092801|1877092799|1877092797|1877092795|1877092793|1877092791|1877092789|1877092787|1877092785|1877092783|1877092781|1877092779|1877092777|1877092775|1877092773|1877092771|1877092769|1877092767|1877092765|1563835496|1563835470|1563835424|1563835200|1467230074|1467230072|1467230070|1467230068|1467230066|1467230064|1467230062|1467230060|1467230058|1467230056|1467230054|1467230052|1467230050|1467230048|1467230046|1467230044|1467230042|1467229959|1467229957|1467229955|1467229953|1467229951|1467229949|1467229947|1467229945|1467229943|1467229941|1467229939|1467229937|1467229935|1467229933|1467229931|1467229929|1467229927|1467229925|1467229923|1467229921|1467229919|1467229917|1467229915|1467229913|1467229911|1467229909|1467229907|1467229905|1467229903|1467229901|1467229899|1467229897|1467229895|1467229893|1467229891|1467229889|1467229887|1467229885|1467229883|1467229881|1467229879|1467229877|1467229875|1467229873|1467229871|1467229869|1467229867|301507035|1063426227|1063426173|1063426161|1063426123|1063426089|1063426005|1130480227|1130480225|1130480223|1130480221|1130480219|1130480217|46811201|46811199|46811197|46811195|46811193|46811191|46811189|46811187|46811185|46811183|46811181|46811179|46811177|46811175|46811173|46811171|46811169|46811167|46811165|46811163|46811161|46811159|46811157|46811155|46811153|46811151|46811149|46811147|46811145|46811143|46811141|301507027|29165314|29165312|29165310|29165308|803433643|803433641|803433639|803433637|803433635|803433633|803433631|803433629|803433627|803433625|803433623|803433621|301507051|301507049|301507047|301507045|301507043|301507041|301507039|301507037|301507033|301507031|301507029"
"Styela coriacea","chordata","GoMA_census_fauna","Styela coriacea","Styela coriacea","Styela coriacea","0","0","",""
"Styela partita","chordata","GoMA_census_fauna","Styela partita","Styela partita","Styela partita","0","0","",""
"Stygocapitella subterranea","annelida","GoMA_census_fauna","Stygocapitella subterranea","Stygocapitella subterranea","Stygocapitella subterranea","0","74","","1772666287|1772666285|1772666283|1772666281|1772666279|1772666277|1772666275|1772666273|1772666271|1772666269|1772666267|1772666265|1772666263|1772666261|1772666259|1772666257|1772666255|1772666253|1772666251|1772666249|1772666247|1772666245|1772666243|1772666241|1772666239|1772666237|1772666235|1772666233|1772666231|1772666229|1772666227|1772666225|1772666223|1772666221|1772666219|1772666217|1772666215|1772666213|1772666211|1772666209|1772666207|1772666205|1772666203|1772666201|1772666199|1772666197|1772666195|1772666193|1772666191|1772666189|1772666187|1772666185|1772666183|1772666181|1772666179|1772666177|1772666175|1772666173|1772666171|1772666169|1772666167|1772666165|1772666163|1772666161|1772666159|1772666157|1772666155|1772666153|1314672760|1314672758|1314672756|1314672754|1314672752|38154504"
"Stylaria lacustris","annelida","GoMA_census_fauna","Stylaria lacustris","Stylaria lacustris","Stylaria lacustris","0","24","","1316020038|1316019068|1316018256|1316018094|1509161276|1509160864|1509159949|1489974191|1489974185|1489973869|1489973517|1489970113|1489969945|1489969881|1489969312|1489969250|321120341|321120317|320502523|320502521|1228304444|33330155|33330153|33330151"
"Stylopandalus richardi","arthropoda","GoMA_census_fauna","Stylopandalus richardi","Stylopandalus richardi","Stylopandalus richardi","0","4","","1450095981|1450095687|342898982|374717662"
"Suberites ficus","porifera","GoMA_census_fauna","Suberites ficus","Suberites ficus","Suberites ficus","0","5","","2165767517|2165767515|2165767513|320172571|76663985"
"Sycon ciliatum","porifera","GoMA_census_fauna","Sycon ciliatum","Sycon ciliatum","Sycon ciliatum","0","1","","995896708"
"Syllides benedicti","annelida","GoMA_census_fauna","Syllides benedicti","Syllides benedicti","Syllides benedicti","0","0","",""
"Syllides convulota","annelida","GoMA_census_fauna","Syllides convulota","Syllides convulota","Syllides convulota","0","0","",""
"Syllides eburneus","annelida","GoMA_census_fauna","Syllides eburneus","Syllides eburneus","Syllides eburneus","0","0","",""
"Syllides longocirrata","annelida","GoMA_census_fauna","Syllides longocirrata","Syllides longocirrata","Syllides longocirrata","0","0","",""
"Syllis cornuta","annelida","GoMA_census_fauna","Syllis cornuta","Syllis cornuta","Syllis cornuta","0","0","",""
"Syllis gracilis","annelida","GoMA_census_fauna","Syllis gracilis","Syllis gracilis","Syllis gracilis","0","29","","2213273543|1934895064|1384685810|1143639037|1143639035|1143639033|1143639027|1143639025|1143639023|1143639021|1143639019|1143639017|1143639015|1143639013|1143639011|1143639009|1143639007|1143639005|1143639003|1143638989|1143638987|1143638985|1143638983|1143638981|1143638979|1122285484|124053720|339740937|955264569"
"Syllis hyalina","annelida","GoMA_census_fauna","Syllis hyalina","Syllis hyalina","Syllis hyalina","0","2","","1143638977|124053722"
"Symplectoscyphus tricuspidatus","cnidaria","GoMA_census_fauna","Symplectoscyphus tricuspidatus","Symplectoscyphus tricuspidatus","Symplectoscyphus tricuspidatus","0","38","","1039028388|1039028386|1039028384|1039028383|1039028381|1039028379|1039028377|1039028375|1039028373|1039028371|1039028369|1039028367|1039028365|1039028363|1039028361|1039028359|1039028357|1039028355|1039028353|1039028351|1039028349|1039028347|1039028345|1039028343|1039028342|1039028340|1006165245|1006165243|1006165241|1006165240|1006165238|1006165237|1006165235|1006165233|1006165232|1006165230|1006165229|1006165227"
"Synchaeta johanseni","rotifera","GoMA_census_fauna","Synchaeta johanseni","Synchaeta johanseni","Synchaeta johanseni","0","0","",""
"Synidotea marmorata","arthropoda","GoMA_census_fauna","Synidotea marmorata","Synidotea marmorata","Synidotea marmorata","0","0","",""
"Synoelidium pellucidum","platyhelminthes","GoMA_census_fauna","Synoelidium pellucidum","Syncoelidium pellucidum","Syncoelidium pellucidum","0","0","",""
"Syringolaimus striatocaudatus","nematoda","GoMA_census_fauna","Syringolaimus striatocaudatus","Syringolaimus striatocaudatus","Syringolaimus striatocaudatus","0","0","",""
"Syrrhoe crenulata","arthropoda","GoMA_census_fauna","Syrrhoe crenulata","Syrrhoe crenulata","Syrrhoe crenulata","0","4","","2188570288|2188570286|1497447982|1497446984"
"Systellaspis debilis","arthropoda","GoMA_census_fauna","Systellaspis debilis","Systellaspis debilis","Systellaspis debilis","0","31","","1450095895|1450095889|1450095873|1450095853|1450095781|1536035292|1536035290|1536035288|270271562|733991898|733991896|733991894|733991891|733991889|733991887|733991885|733991882|733991880|733991878|733991876|733991873|758373870|758373868|758373866|758373864|758373862|758373860|758373858|374717774|374717772|374717770"
"Tachyrhynchus erosus","mollusca","GoMA_census_fauna","Tachyrhynchus erosus","Tachyrhynchus erosus","Tachyrhynchus erosus","0","7","","564735639|564735467|564735333|564734907|564734761|564734409|564733743"
"Talorchestia longicornis","arthropoda","GoMA_census_fauna","Talorchestia longicornis","Talorchestia longicornis","Talorchestia longicornis","0","0","",""
"Talorchestia megalophthalma","arthropoda","GoMA_census_fauna","Talorchestia megalophthalma","Talorchestia megalophthalma","Talorchestia megalophthalma","0","0","",""
"Tamarisca tamarisca","cnidaria","GoMA_census_fauna","Tamarisca tamarisca","Tamarisca tamarisca","Tamarisca tamarisca","0","0","",""
"Tanystylum orbiculare","arthropoda","GoMA_census_fauna","Tanystylum orbiculare","Tanystylum orbiculare","Tanystylum orbiculare","2","5","307101623|284516997","2432718960|1910930988|91718943|1524090516|1524090514"
"Taranis cirrata","mollusca","GoMA_census_fauna","Taranis cirrata","Taranis cirrata","Taranis cirrata","0","0","",""
"Tectonatica pusilla","mollusca","GoMA_census_fauna","Tectonatica pusilla","Tectonatica pusilla","Tectonatica pusilla","0","0","",""
"Tectura testudinalis","mollusca","GoMA_census_fauna","Tectura testudinalis","Tectura testudinalis","Tectura testudinalis","0","33","","1126634472|1126634470|7407391|7407389|7407387|7407385|7407383|7407381|7407379|7407377|7407375|7407373|7407371|7407369|7407367|7407365|7407363|7407361|7407359|7407357|7407355|7407353|7407351|7407349|7407347|7407345|7407343|7407341|7407339|7407337|7407335|7407333|290751006"
"Tedania suctoria","porifera","GoMA_census_fauna","Tedania suctoria","Tedania suctoria","Tedania suctoria","0","0","",""
"Tegella unicornis","bryozoan","GoMA_census_fauna","Tegella unicornis","Tegella unicornis","Tegella unicornis","0","0","",""
"Tellina agilis","mollusca","GoM bivalvia species list","Tellina agilis","Tellina agilis","Tellina agilis","0","3","","2432718098|1563835508|1386666074"
"Temora longicornis","arthropoda","GoMA_census_fauna","Temora longicornis","Temora longicornis","Temora longicornis","0","25","","936254424|936254404|936253276|936252804|936252238|529950881|529950879|529950877|529950875|529950873|529950871|515418726|515418724|515418719|515418717|515418715|515418713|515418711|515418709|515418707|515418705|515418703|515418696|515418658|515418629"
"Temora stylifera","arthropoda","GoMA_census_fauna","Temora stylifera","Temora stylifera","Temora stylifera","0","18","","2230305816|2197983037|2197983035|2197983033|2197983031|2197983029|2279016930|2076472453|2076472450|2076472448|2055868856|1561323889|1561323887|1561323885|1561323883|1207317721|959160463|116607525"
"Tenellia fuscata","mollusca","GoMA_census_fauna","Tenellia fuscata","Tenellia fuscata","Tenellia fuscata","0","0","",""
"Terebellides stroemi","annelida","GoMA_census_fauna","Terebellides stroemi","Terebellides stroemi","Terebellides stroemi","2","37","192288377|158667991","2063683705|2037095149|1408972593|1408972591|1408972589|1408972587|1408972585|1408972583|1408972581|1408972579|1408972577|1408972575|1408972573|1408972571|1408972569|1408972567|1408972565|1408972563|1408972561|1408972559|1408972557|1408972555|1408972553|1408972551|1408972549|1408972547|1408972545|1408972543|1408972541|1408972539|1408972537|1408972535|1408972533|1408972531|1408972529|348609320|78057727"
"Terebra dislocata","mollusca","GoMA_census_fauna","Terebra dislocata","Terebra dislocata","Terebra dislocata","0","5","","1386666094|1386666072|1386665982|1386665938|959993614"
"Terebratulina septentrionalis","branchiopoda","GoMA_census_fauna","Terebratulina septentrionalis","Terebratulina septentrionalis","Terebratulina septentrionalis","0","0","",""
"Teredo navalis","mollusca","GoM bivalvia species list","Teredo navalis","Teredo navalis","Teredo navalis","0","158","","1942349469|1942349467|1372102004|1372102002|1372102000|1372101998|1372101996|1372101994|1372101992|1372101990|1372101988|1372101986|1372101984|1372101982|1372101980|1372101978|1372101976|1372101974|1372101972|1372101970|1372101968|1372101966|1372101964|1372101962|1372101960|1372101958|1372101956|1372101954|1372101952|1372101950|1372101948|1372101946|1372101944|1372101942|1372101940|1372101938|1372101936|1372101934|1372101932|1372101930|1372101928|1372101926|1372101924|1372101922|1372101920|1372101918|1372101916|1372101914|1372101912|1372101910|1372101908|1372101906|1372101904|1372101902|1372101900|1372101898|1372101896|1372101894|1372101892|1372101890|1372101888|1372101886|1372101884|1372101882|1372101880|1372101878|1372101876|1372101874|1372101872|1372101870|1372101868|1372101866|1372101864|1372101862|1372101860|1372101858|1372101856|1372101854|1372101852|1372101850|1372101848|1372101846|1372101844|1372101842|1372101840|1372101838|1372101836|1372101834|1372101832|1372101830|1372101828|1372101826|1372101824|1372101822|1026818125|1026818123|1026818121|1026818119|1026818117|1026818115|1026818113|1026818111|1026818109|1026818107|1026818105|1026818103|1026818101|1026818099|1026818097|1026818095|1026818093|1026818091|1026818089|1026818087|1026818085|1026818083|1026818081|1026818079|1026818077|1026818075|1026818073|1026818071|1026818069|1026818067|1026818065|1026818063|1026818061|1026818059|1026818057|1026818055|1026818053|1026818051|1026818049|1026818047|1026818045|1026818043|1026818041|1026818039|1026818037|1026818035|1026818033|1026818031|1026818029|1026818027|1026818025|1026818023|1026818021|1026818019|1026818017|1026818015|1026818013|1026818011|1026818009|1026818007|1026818005|1026818003|1026818001|1026817999"
"Tergipes tergipes","mollusca","GoMA_census_fauna","Tergipes tergipes","Tergipes tergipes","Tergipes tergipes","0","23","","1800287361|1125608130|1125608128|1125608126|1125608124|1125608122|1125608120|38489819|671186598|671186596|671186594|671186592|671186590|671186588|671186586|671186584|671186582|671186580|671186578|671186576|671186574|671186572|671186570"
