"source_binomial","source","submitted_name","matched_name2","search_name","n_mitogenome","n_target","ids_mitogenome","ids_target"
"Pleuronectes putnami","ReneeFrancolini_MaineFish","Pleuronectes putnami","Pleuronectes putnami","Pleuronectes putnami","0","0","",""
"Pluvialis apricaria","HarrisonGoldspiel_LandVertsNortheast","Pluvialis apricaria","Pluvialis apricaria","Pluvialis apricaria","0","0","",""
"Pluvialis dominica","HarrisonGoldspiel_LandVertsNortheast","Pluvialis dominica","Pluvialis dominica","Pluvialis dominica","0","1","","109657928"
"Pluvialis fulva","HarrisonGoldspiel_LandVertsNortheast","Pluvialis fulva","Pluvialis fulva","Pluvialis fulva","2","0","1150150403|1139416596",""
"Pluvialis squatarola","HarrisonGoldspiel_LandVertsNortheast","Pluvialis squatarola","Pluvialis squatarola","Pluvialis squatarola","2","1","2055411788|1941109779","190411531"
"Podarcis sicula","HarrisonGoldspiel_LandVertsNortheast","Podarcis sicula","Podarcis sicula","Podarcis sicula","0","0","",""
"Podiceps auritus","HarrisonGoldspiel_LandVertsNortheast","Podiceps auritus","Podiceps auritus","Podiceps auritus","0","2","","7339767|559227"
"Podiceps grisegena","HarrisonGoldspiel_LandVertsNortheast","Podiceps grisegena","Podiceps grisegena","Podiceps grisegena","0","0","",""
"Podiceps nigricollis","HarrisonGoldspiel_LandVertsNortheast","Podiceps nigricollis","Podiceps nigricollis","Podiceps nigricollis","0","1","","168805912"
"Podilymbus podiceps","HarrisonGoldspiel_LandVertsNortheast","Podilymbus podiceps","Podilymbus podiceps","Podilymbus podiceps","0","2","","168805911|109657922"
"Poecetes gramineus","HarrisonGoldspiel_LandVertsNortheast","Poecetes gramineus","Pooecetes gramineus","Pooecetes gramineus","0","0","",""
"Poecile atracapilla","HarrisonGoldspiel_LandVertsNortheast","Poecile atracapilla","Poecile atricapilla","Poecile atricapilla","2","0","685497203|677286054",""
"Poecile hudonica","HarrisonGoldspiel_LandVertsNortheast","Poecile hudonica","Poecile hudsonica","Poecile hudsonica","0","0","",""
"Polioptilia caerulea","HarrisonGoldspiel_LandVertsNortheast","Polioptilia caerulea","Polioptila caerulea","Polioptila caerulea","2","0","1919576834|1910802634",""
"Pollachius virens","ReneeFrancolini_MaineFish","Pollachius virens","Pollachius virens","Pollachius virens","1","7","322422606","1785468147|821091564|821091563|227463859|4929507|56698760|14485498"
"Polysticta stelleri","HarrisonGoldspiel_LandVertsNortheast","Polysticta stelleri","Polysticta stelleri","Polysticta stelleri","1","0","2029858683",""
"Pomatomus saltatrix","ReneeFrancolini_MaineFish","Pomatomus saltatrix","Pomatomus saltatrix","Pomatomus saltatrix","1","6","546144441","1760626877|985563682|227462452|109158965|4494788|4494767"
"Porphyrio martinica","HarrisonGoldspiel_LandVertsNortheast","Porphyrio martinica","Porphyrio martinica","Porphyrio martinica","0","2","","745720694|1718358"
"Porzana carolina","HarrisonGoldspiel_LandVertsNortheast","Porzana carolina","Porzana carolina","Porzana carolina","0","1","","94471962"
"Prionace glauca","ReneeFrancolini_MaineFish","Prionace glauca","Prionace glauca","Prionace glauca","3","8","2020640493|558603211|545690073","2289327285|2282139774|985566889|752502837|56405204|56405203|56405202|33317241"
"Prionotus carolinus","ReneeFrancolini_MaineFish","Prionotus carolinus","Prionotus carolinus","Prionotus carolinus","0","1","","1515576549"
"Prionotus evolans","ReneeFrancolini_MaineFish","Prionotus evolans","Prionotus evolans","Prionotus evolans","0","1","","1129799459"
"Pristigenys alta","ReneeFrancolini_MaineFish","Pristigenys alta","Pristigenys alta","Pristigenys alta","0","0","",""
"Procyon lotor","HarrisonGoldspiel_LandVertsNortheast","Procyon lotor","Procyon lotor","Procyon lotor","2","13","1878254318|131839173","576864451|576864442|347582148|347582097|347582046|347581995|347581944|409125|1911546|607998|2231359|1871568|418033"
"Progne subis","HarrisonGoldspiel_LandVertsNortheast","Progne subis","Progne subis","Progne subis","0","0","",""
"Progne tapera","HarrisonGoldspiel_LandVertsNortheast","Progne tapera","Progne tapera","Progne tapera","0","0","",""
"Protonataria citrea","HarrisonGoldspiel_LandVertsNortheast","Protonataria citrea","Protonotaria citrea","Protonotaria citrea","0","0","",""
"Pseudacris brachyphona","HarrisonGoldspiel_LandVertsNortheast","Pseudacris brachyphona","Pseudacris brachyphona","Pseudacris brachyphona","0","26","","37699590|150249413|150249406|150249254|150249253|150249252|150249251|150249250|150249249|150249248|150249247|150249246|150249245|150249244|150249243|150249242|150249241|150249240|150249239|150249238|150249237|150249236|150249235|150249234|33943751|33943750"
"Pseudacris crucifer","HarrisonGoldspiel_LandVertsNortheast","Pseudacris crucifer","Pseudacris crucifer","Pseudacris crucifer","0","8","","61697346|60735477|150249230|33943758|33943757|33943756|33943755|33943754"
"Pseudacris triseriata","HarrisonGoldspiel_LandVertsNortheast","Pseudacris triseriata","Pseudacris triseriata","Pseudacris triseriata","0","27","","61697349|150249383|150249382|150249381|150249380|150249379|150249378|150249377|150249376|150249375|150249374|150249373|150249372|150249371|150249370|150249369|150249368|150249367|150249366|150249365|150249364|150249363|150249362|150249361|150249360|150249359|33943746"
"Pseudemys concinna","HarrisonGoldspiel_LandVertsNortheast","Pseudemys concinna","Pseudemys concinna","Pseudemys concinna","2","3","2235261841|2225952512","365176861|365176862|48476954"
"Pseudemys rubiventris","HarrisonGoldspiel_LandVertsNortheast","Pseudemys rubiventris","Pseudemys rubiventris","Pseudemys rubiventris","0","0","",""
"Pseudopleuronectes americanus","ReneeFrancolini_MaineFish","Pseudopleuronectes americanus","Pseudopleuronectes americanus","Pseudopleuronectes americanus","1","3","5862470","1825511897|1129799452|22532238"
"Pseudotriton montanus","HarrisonGoldspiel_LandVertsNortheast","Pseudotriton montanus","Pseudotriton montanus","Pseudotriton montanus","0","0","",""
"Pseudotriton ruber","HarrisonGoldspiel_LandVertsNortheast","Pseudotriton ruber","Pseudotriton ruber","Pseudotriton ruber","2","1","51979855|53686446","9802427"
"Pterodroma arminjoniana","HarrisonGoldspiel_LandVertsNortheast","Pterodroma arminjoniana","Pterodroma arminjoniana","Pterodroma arminjoniana","0","0","",""
"Pterodroma cahow","HarrisonGoldspiel_LandVertsNortheast","Pterodroma cahow","Pterodroma cahow","Pterodroma cahow","0","0","",""
"Pterodroma feae","HarrisonGoldspiel_LandVertsNortheast","Pterodroma feae","Pterodroma feae","Pterodroma feae","0","0","",""
"Pterodroma hasitata","HarrisonGoldspiel_LandVertsNortheast","Pterodroma hasitata","Pterodroma hasitata","Pterodroma hasitata","0","1","","168805913"
"Puffinus baroli","HarrisonGoldspiel_LandVertsNortheast","Puffinus baroli","Puffinus baroli","Puffinus baroli","0","0","",""
"Puffinus lherminieri","HarrisonGoldspiel_LandVertsNortheast","Puffinus lherminieri","Puffinus lherminieri","Puffinus lherminieri","0","0","",""
"Puffinus puffinus","HarrisonGoldspiel_LandVertsNortheast","Puffinus puffinus","Puffinus puffinus","Puffinus puffinus","0","0","",""
"Pungitius pungitius","ReneeFrancolini_MaineFish","Pungitius pungitius","Pungitius pungitius","Pungitius pungitius","4","19","2048073438|2048073424|988043889|212725480","2018537162|1930601113|1843471738|1843471737|1476682340|1018242409|642944118|642944117|642944116|642944115|642944114|642944113|642944112|642944111|642944110|642944109|34106131|34106130|14586822"
"Pusa hispida","HarrisonGoldspiel_LandVertsNortheast","Pusa hispida","Pusa hispida","Pusa hispida","2","1","1878254364|115494607","282722771"
"Pyrocephalus rubinus","HarrisonGoldspiel_LandVertsNortheast","Pyrocephalus rubinus","Pyrocephalus rubinus","Pyrocephalus rubinus","0","0","",""
"Quiscalus major","HarrisonGoldspiel_LandVertsNortheast","Quiscalus major","Quiscalus major","Quiscalus major","0","0","",""
"Quiscalus mexicanus","HarrisonGoldspiel_LandVertsNortheast","Quiscalus mexicanus","Quiscalus mexicanus","Quiscalus mexicanus","2","0","1919576694|1910802494",""
"Quiscalus quiscula","HarrisonGoldspiel_LandVertsNortheast","Quiscalus quiscula","Quiscalus quiscula","Quiscalus quiscula","2","0","408772643|407028036",""
"Rachycentron canadum","ReneeFrancolini_MaineFish","Rachycentron canadum","Rachycentron canadum","Rachycentron canadum","3","29","197941132|507473323|200004003","2309725940|2089854634|1388768994|1388768993|1388768992|1388768991|1388768990|1388768989|1388768988|1388768987|1388768986|1388768985|1388768984|1388768983|1388768982|1388768981|1388768980|1388768979|1388768978|1388768977|1388768976|1388768975|1388768974|1388768973|906357500|1723778534|11762004|227462459|109158974"
"Rallus crepitans","HarrisonGoldspiel_LandVertsNortheast","Rallus crepitans","Rallus crepitans","Rallus crepitans","0","0","",""
"Rallus elegans","HarrisonGoldspiel_LandVertsNortheast","Rallus elegans","Rallus elegans","Rallus elegans","0","0","",""
"Rallus limicola","HarrisonGoldspiel_LandVertsNortheast","Rallus limicola","Rallus limicola","Rallus limicola","0","1","","381393259"
"Rattus norvegicus","HarrisonGoldspiel_LandVertsNortheast","Rattus norvegicus","Rattus norvegicus","Rattus norvegicus","67","25","2255174062|1953564071|110189714|54145371|296041290|296041276|294494675|292397667|291464907|291464893|270016192|228015030|228015016|228015002|228014988|228014974|228014960|228014946|228014932|228014918|228014904|228014890|228014862|108773607|108773593|108773579|108773565|108773551|108773537|108773523|108773509|108773495|108773481|108773467|699977129|699977171|699977157|699977143|699977115|755572967|755571851|755161504|755161025|748762868|748762854|748762840|748762826|748762812|748762798|747197766|747019372|731446442|731446428|726965678|726965664|699977101|699977087|699977073|699977059|699977045|699977031|634743733|26983975|527354934|110189662|393191680|393191666","2282749023|2175849724|2175849837|2175849719|1937872921|1958657199|1958657197|1958657195|1958657194|1958657192|1958657190|1958657188|1503391|1503283|12700622|1450243087|1131301032|1131300806|171846779|165971292|50925836|343191|124108846|55583328|13475"
"Rattus rattus","HarrisonGoldspiel_LandVertsNortheast","Rattus rattus","Rattus rattus","Rattus rattus","45","17","2229434653|2229434639|2229434625|2229434611|2229434597|2229434583|2229434569|2229434555|2229434541|2229434527|2229434513|2229434499|2229434485|2229434471|2229434457|2229434443|2229434429|2229434415|2229434401|2229434387|2229434373|2229434359|2229434345|2229434331|2229434317|2229434303|2229434289|2229434275|2229434261|2229434247|2229434233|2229434219|2229434205|2229434191|2229434177|2229434163|2229434149|2229434135|2229434121|2229434107|2229434093|225622213|1953564043|160688818|209361434","1961335139|1821006363|1821005607|1821005605|1562202880|1562202879|1131301034|1131300753|1131300741|1131300740|375348219|375348218|375348217|375348216|375348215|375348214|4689019"
"Recurvirostra americana","HarrisonGoldspiel_LandVertsNortheast","Recurvirostra americana","Recurvirostra americana","Recurvirostra americana","0","2","","190411534|94471929"
"Regina septemvittata","HarrisonGoldspiel_LandVertsNortheast","Regina septemvittata","Regina septemvittata","Regina septemvittata","0","1","","18419343"
"Regulus calendula","HarrisonGoldspiel_LandVertsNortheast","Regulus calendula","Regulus calendula","Regulus calendula","2","0","685497189|677286027",""
"Regulus satrapa","HarrisonGoldspiel_LandVertsNortheast","Regulus satrapa","Regulus satrapa","Regulus satrapa","2","1","1919576596|1910802396","23297896"
"Rhodostethia rosea","HarrisonGoldspiel_LandVertsNortheast","Rhodostethia rosea","Rhodostethia rosea","Rhodostethia rosea","0","1","","190411536"
"Riparia riparia","HarrisonGoldspiel_LandVertsNortheast","Riparia riparia","Riparia riparia","Riparia riparia","2","0","2199199919|2188570113",""
"Rissa tridactyla","HarrisonGoldspiel_LandVertsNortheast","Rissa tridactyla","Rissa tridactyla","Rissa tridactyla","0","1","","88911185"
"Rostroraja eglanteria","ReneeFrancolini_MaineFish","Rostroraja eglanteria","Rostroraja eglanteria","Rostroraja eglanteria","0","0","",""
"Rynchops niger","HarrisonGoldspiel_LandVertsNortheast","Rynchops niger","Rynchops niger","Rynchops niger","0","3","","501418563|109657933|88911186"
"Salmo salar","ReneeFrancolini_MaineFish","Salmo salar","Salmo salar","Salmo salar","8","37","5835624|288562065|288562064|7381061|3775976|574450792|378554505|378554491","213511323|2174112388|2174112386|2174112384|2174112383|2174022430|2174009380|2174009378|2174009376|2174009374|2174009372|1352192339|224486656|985566952|338177121|338177120|338177119|338177118|338177117|338177116|338177115|338177114|338177113|338177112|336317890|293595876|293595875|293595874|293595873|307640020|194398795|194398794|194398793|194395380|194395379|241914299|164431638"
"Salpinctes obsoletus","HarrisonGoldspiel_LandVertsNortheast","Salpinctes obsoletus","Salpinctes obsoletus","Salpinctes obsoletus","0","0","",""
"Sarda sarda","ReneeFrancolini_MaineFish","Sarda sarda","Sarda sarda","Sarda sarda","2","1","1980526505|1898139726","112361578"
"Sayornis phoebe","HarrisonGoldspiel_LandVertsNortheast","Sayornis phoebe","Sayornis phoebe","Sayornis phoebe","0","1","","22539262"
"Sayornis saya","HarrisonGoldspiel_LandVertsNortheast","Sayornis saya","Sayornis saya","Sayornis saya","0","0","",""
"Scalopus aquaticus","HarrisonGoldspiel_LandVertsNortheast","Scalopus aquaticus","Scalopus aquaticus","Scalopus aquaticus","0","3","","1104678434|1104678433|3426317"
"Scaphiopus holbrookii","HarrisonGoldspiel_LandVertsNortheast","Scaphiopus holbrookii","Scaphiopus holbrookii","Scaphiopus holbrookii","2","3","1381385056|1237938512","1050701|90296325|1139379052"
"Sceloporus undulatus","HarrisonGoldspiel_LandVertsNortheast","Sceloporus undulatus","Sceloporus undulatus","Sceloporus undulatus","0","47","","2069508308|2069508306|19774093|19774091|19774089|19774087|19774085|19774081|19774079|19774077|19774075|19774073|19774071|19774069|19774067|19774065|19774063|19774055|19774053|19774051|19774035|19774033|19774031|19774027|19774025|19774023|19774021|19774019|19774017|19774015|19774013|19774011|19774009|19774007|19774005|19774003|19774001|19773999|19773997|19773995|19773993|19773991|19773961|280984047|2352179|1050373|473506"
"Scincella lateralis","HarrisonGoldspiel_LandVertsNortheast","Scincella lateralis","Scincella lateralis","Scincella lateralis","0","18","","2199172434|2199172433|2199172432|2199172431|2199172430|2199172429|2199172428|2199172427|2199172426|326652917|55831633|34821739|34821738|34821737|30691186|321271332|33385534|18147740"
"Sciurus carolinensis","HarrisonGoldspiel_LandVertsNortheast","Sciurus carolinensis","Sciurus carolinensis","Sciurus carolinensis","2","9","1865333421|1883996234","2219468152|2219468150|2219468148|2219468146|2219468144|2219468142|658309305|349573492|354990767"
"Sciurus niger","HarrisonGoldspiel_LandVertsNortheast","Sciurus niger","Sciurus niger","Sciurus niger","0","2","","1527163|1911233"
"Scolopax minor","HarrisonGoldspiel_LandVertsNortheast","Scolopax minor","Scolopax minor","Scolopax minor","0","2","","190411538|37538040"
"Scomber scombrus","ReneeFrancolini_MaineFish","Scomber scombrus","Scomber scombrus","Scomber scombrus","2","28","1799624491|55376093","2018537119|2018537108|1785468160|338177111|338177110|338177109|338177108|338177107|338177106|338177105|338177104|338177103|338177102|338177081|338177080|338177079|338177078|338177077|338177076|338177075|338177074|338177073|338177072|109158982|112361575|4494791|4494770|114217277"
"Scophthalmus aquosus","ReneeFrancolini_MaineFish","Scophthalmus aquosus","Scophthalmus aquosus","Scophthalmus aquosus","0","6","","2282140054|1825511898|1515576482|1515576481|109158985|22532272"
"Sebastes fasciatus","ReneeFrancolini_MaineFish","Sebastes fasciatus","Sebastes fasciatus","Sebastes fasciatus","2","1","1267170532|1182955271","110610396"
"Sebastes norvegicus","ReneeFrancolini_MaineFish","Sebastes norvegicus","Sebastes norvegicus","Sebastes norvegicus","2","2","2050584114|2088232204","1102318228|110610404"
"Seiurus aurocapilla","HarrisonGoldspiel_LandVertsNortheast","Seiurus aurocapilla","Seiurus aurocapilla","Seiurus aurocapilla","0","1","","21644763"
"Selar crumenophthalmus","ReneeFrancolini_MaineFish","Selar crumenophthalmus","Selar crumenophthalmus","Selar crumenophthalmus","2","8","609253067|597568918","2261422420|2070998309|2070654991|1515256625|1515256514|985565874|752502877|112361598"
"Selasphorus calliope","HarrisonGoldspiel_LandVertsNortheast","Selasphorus calliope","Selasphorus calliope","Selasphorus calliope","0","0","",""
"Selasphorus rufus","HarrisonGoldspiel_LandVertsNortheast","Selasphorus rufus","Selasphorus rufus","Selasphorus rufus","0","1","","557355323"
"Selasphorus sasin","HarrisonGoldspiel_LandVertsNortheast","Selasphorus sasin","Selasphorus sasin","Selasphorus sasin","0","0","",""
"Selene setapinnis","ReneeFrancolini_MaineFish","Selene setapinnis","Selene setapinnis","Selene setapinnis","0","2","","1515576530|1515576529"
"Selene vomer","ReneeFrancolini_MaineFish","Selene vomer","Selene vomer","Selene vomer","0","3","","2309725939|2277958227|752502874"
"Seriola zonata","ReneeFrancolini_MaineFish","Seriola zonata","Seriola zonata","Seriola zonata","0","1","","2277777960"
"Setophaga americana","HarrisonGoldspiel_LandVertsNortheast","Setophaga americana","Setophaga americana","Setophaga americana","0","0","",""
"Setophaga caerulescens","HarrisonGoldspiel_LandVertsNortheast","Setophaga caerulescens","Setophaga caerulescens","Setophaga caerulescens","0","0","",""
"Setophaga castanea","HarrisonGoldspiel_LandVertsNortheast","Setophaga castanea","Setophaga castanea","Setophaga castanea","0","0","",""
"Setophaga cerulea","HarrisonGoldspiel_LandVertsNortheast","Setophaga cerulea","Setophaga cerulea","Setophaga cerulea","0","0","",""
"Setophaga citrina","HarrisonGoldspiel_LandVertsNortheast","Setophaga citrina","Setophaga citrina","Setophaga citrina","0","0","",""
"Setophaga coronata","HarrisonGoldspiel_LandVertsNortheast","Setophaga coronata","Setophaga coronata","Setophaga coronata","0","0","",""
"Setophaga discolor","HarrisonGoldspiel_LandVertsNortheast","Setophaga discolor","Setophaga discolor","Setophaga discolor","0","0","",""
"Setophaga dominica","HarrisonGoldspiel_LandVertsNortheast","Setophaga dominica","Setophaga dominica","Setophaga dominica","0","0","",""
"Setophaga fusca","HarrisonGoldspiel_LandVertsNortheast","Setophaga fusca","Setophaga fusca","Setophaga fusca","0","0","",""
"Setophaga kirtlandii","HarrisonGoldspiel_LandVertsNortheast","Setophaga kirtlandii","Setophaga kirtlandii","Setophaga kirtlandii","2","0","1919576778|1910802578",""
"Setophaga magnolia","HarrisonGoldspiel_LandVertsNortheast","Setophaga magnolia","Setophaga magnolia","Setophaga magnolia","0","0","",""
"Setophaga nigrescens","HarrisonGoldspiel_LandVertsNortheast","Setophaga nigrescens","Setophaga nigrescens","Setophaga nigrescens","0","0","",""
"Setophaga occidentalis","HarrisonGoldspiel_LandVertsNortheast","Setophaga occidentalis","Setophaga occidentalis","Setophaga occidentalis","0","0","",""
"Setophaga palmarum","HarrisonGoldspiel_LandVertsNortheast","Setophaga palmarum","Setophaga palmarum","Setophaga palmarum","0","0","",""
"Setophaga pensylvanica","HarrisonGoldspiel_LandVertsNortheast","Setophaga pensylvanica","Setophaga pensylvanica","Setophaga pensylvanica","0","0","",""
"Setophaga petechia","HarrisonGoldspiel_LandVertsNortheast","Setophaga petechia","Setophaga petechia","Setophaga petechia","0","0","",""
"Setophaga pinus","HarrisonGoldspiel_LandVertsNortheast","Setophaga pinus","Setophaga pinus","Setophaga pinus","0","0","",""
"Setophaga ruticilla","HarrisonGoldspiel_LandVertsNortheast","Setophaga ruticilla","Setophaga ruticilla","Setophaga ruticilla","0","0","",""
"Setophaga striata","HarrisonGoldspiel_LandVertsNortheast","Setophaga striata","Setophaga striata","Setophaga striata","0","0","",""
"Setophaga tigrina","HarrisonGoldspiel_LandVertsNortheast","Setophaga tigrina","Setophaga tigrina","Setophaga tigrina","0","0","",""
"Setophaga townsendi","HarrisonGoldspiel_LandVertsNortheast","Setophaga townsendi","Setophaga townsendi","Setophaga townsendi","0","0","",""
"Setophaga virens","HarrisonGoldspiel_LandVertsNortheast","Setophaga virens","Setophaga virens","Setophaga virens","0","0","",""
"Sialia currucoides","HarrisonGoldspiel_LandVertsNortheast","Sialia currucoides","Sialia currucoides","Sialia currucoides","0","0","",""
"Sialia sialis","HarrisonGoldspiel_LandVertsNortheast","Sialia sialis","Sialia sialis","Sialia sialis","0","1","","166707747"
"Siren intermedia","HarrisonGoldspiel_LandVertsNortheast","Siren intermedia","Siren intermedia","Siren intermedia","9","3","1534886359|1072897808|1081699683|1081699655|1081699641|1081699627|1081699613|1081699599|1081699585","1537161080|3114856|1050704"
"Sisturus catenatus","HarrisonGoldspiel_LandVertsNortheast","Sisturus catenatus","Sisturus catenatus","Sisturus catenatus","0","0","",""
"Sitta canadensis","HarrisonGoldspiel_LandVertsNortheast","Sitta canadensis","Sitta canadensis","Sitta canadensis","0","0","",""
"Sitta carolinensis","HarrisonGoldspiel_LandVertsNortheast","Sitta carolinensis","Sitta carolinensis","Sitta carolinensis","2","0","685497245|677286122",""
"Slua dactylatra","HarrisonGoldspiel_LandVertsNortheast",NA,NA,"Slua dactylatra","0","0","",""
"Slua leucogaster","HarrisonGoldspiel_LandVertsNortheast",NA,NA,"Slua leucogaster","0","0","",""
"Somateria mollissima","HarrisonGoldspiel_LandVertsNortheast","Somateria mollissima","Somateria mollissima","Somateria mollissima","1","0","2029858725",""
"Somateria spectabilis","HarrisonGoldspiel_LandVertsNortheast","Somateria spectabilis","Somateria spectabilis","Somateria spectabilis","1","0","2029858711",""
"Sorex cinereus","HarrisonGoldspiel_LandVertsNortheast","Sorex cinereus","Sorex cinereus","Sorex cinereus","0","1","","56787907"
"Sorex dispar","HarrisonGoldspiel_LandVertsNortheast","Sorex dispar","Sorex dispar","Sorex dispar","0","0","",""
"Sorex fumeus","HarrisonGoldspiel_LandVertsNortheast","Sorex fumeus","Sorex fumeus","Sorex fumeus","0","0","",""
"Sorex hoyi","HarrisonGoldspiel_LandVertsNortheast","Sorex hoyi","Sorex hoyi","Sorex hoyi","0","0","",""
"Sorex palustris","HarrisonGoldspiel_LandVertsNortheast","Sorex palustris","Sorex palustris","Sorex palustris","0","1","","2197025"
"Spatula clypeata","HarrisonGoldspiel_LandVertsNortheast","Spatula clypeata","Spatula clypeata","Spatula clypeata","2","4","948299546|939710435","557643613|294999452|294999395|37725791"
"Spatula cyanoptera","HarrisonGoldspiel_LandVertsNortheast","Spatula cyanoptera","Spatula cyanoptera","Spatula cyanoptera","0","0","",""
"Spatula discors","HarrisonGoldspiel_LandVertsNortheast","Spatula discors","Spatula discors","Spatula discors","0","76","","349831685|349831684|349831683|349831682|349831681|349831680|349831679|349831678|349831677|349831676|349831675|349831674|349831673|349831672|349831671|349831670|349831669|349831668|349831667|349831666|349831665|349831664|349831663|349831662|349831661|349831660|349831659|349831658|349831657|349831656|349831655|349831654|349831653|349831652|349831651|349831650|349831649|349831648|349831647|349831646|349831645|349831644|349831643|349831642|349831641|349831640|349831639|349831638|349831637|349831636|349831635|349831634|349831633|349831632|349831631|349831630|349831629|349831628|349831627|349831626|349831625|349831624|349831623|349831622|349831621|349831620|349831619|349831618|349831617|349831616|349831615|349831614|349831613|349831612|349831611|349831610"
"Spatula querquedula","HarrisonGoldspiel_LandVertsNortheast","Spatula querquedula","Spatula querquedula","Spatula querquedula","0","1","","6318693"
"Sphoeroides maculatus","ReneeFrancolini_MaineFish","Sphoeroides maculatus","Sphoeroides maculatus","Sphoeroides maculatus","0","2","","2282140071|1129799458"
"Sphyraena borealis","ReneeFrancolini_MaineFish","Sphyraena borealis","Sphyraena borealis","Sphyraena borealis","0","3","","2095925496|1788585382|1788585379"
"Sphyrapicus ruber","HarrisonGoldspiel_LandVertsNortheast","Sphyrapicus ruber","Sphyrapicus ruber","Sphyrapicus ruber","0","0","",""
"Sphyrapicus varius","HarrisonGoldspiel_LandVertsNortheast","Sphyrapicus varius","Sphyrapicus varius","Sphyrapicus varius","0","2","","60281062|4099774"
"Sphyrna zygaena","ReneeFrancolini_MaineFish","Sphyrna zygaena","Sphyrna zygaena","Sphyrna zygaena","4","6","1369112978|1369112964|726972552|723456170","2304349736|2289327294|2282139745|752502838|56405214|33317256"
"Spinus pinus","HarrisonGoldspiel_LandVertsNortheast","Spinus pinus","Spinus pinus","Spinus pinus","0","0","",""
"Spinus tristis","HarrisonGoldspiel_LandVertsNortheast","Spinus tristis","Spinus tristis","Spinus tristis","0","0","",""
"Spiza americana","HarrisonGoldspiel_LandVertsNortheast","Spiza americana","Spiza americana","Spiza americana","0","1","","21644765"
"Spizella pallida","HarrisonGoldspiel_LandVertsNortheast","Spizella pallida","Spizella pallida","Spizella pallida","0","0","",""
"Spizella passerina","HarrisonGoldspiel_LandVertsNortheast","Spizella passerina","Spizella passerina","Spizella passerina","2","0","1998563546|1910803306",""
"Spizella pusilla","HarrisonGoldspiel_LandVertsNortheast","Spizella pusilla","Spizella pusilla","Spizella pusilla","0","0","",""
"Spizelloides arborea","HarrisonGoldspiel_LandVertsNortheast","Spizelloides arborea","Spizelloides arborea","Spizelloides arborea","0","0","",""
"Squalus acanthias","ReneeFrancolini_MaineFish","Squalus acanthias","Squalus acanthias","Squalus acanthias","1","6","5835708","116214260|114792143|1515576520|1018242782|56405208|56405207"
"Stelgidopteryx serripennis","HarrisonGoldspiel_LandVertsNortheast","Stelgidopteryx serripennis","Stelgidopteryx serripennis","Stelgidopteryx serripennis","0","0","",""
"Stenotomus chrysops","ReneeFrancolini_MaineFish","Stenotomus chrysops","Stenotomus chrysops","Stenotomus chrysops","0","1","","1129799449"
"Stephanolepis hispidus","ReneeFrancolini_MaineFish","Stephanolepis hispidus","Stephanolepis hispidus","Stephanolepis hispidus","0","3","","1515576490|1041013934|56684247"
"Stercorarius longicaudus","HarrisonGoldspiel_LandVertsNortheast","Stercorarius longicaudus","Stercorarius longicaudus","Stercorarius longicaudus","0","2","","190411539|1890676"
"Stercorarius maccormicki","HarrisonGoldspiel_LandVertsNortheast","Stercorarius maccormicki","Stercorarius maccormicki","Stercorarius maccormicki","3","2","2240753413|746000321|734520617","110809648|1890681"
"Stercorarius parasiticus","HarrisonGoldspiel_LandVertsNortheast","Stercorarius parasiticus","Stercorarius parasiticus","Stercorarius parasiticus","2","2","1980527294|1898548544","1890674|1890673"
"Stercorarius pomarinus","HarrisonGoldspiel_LandVertsNortheast","Stercorarius pomarinus","Stercorarius pomarinus","Stercorarius pomarinus","0","2","","109657939|1890675"
"Stercorarius skua","HarrisonGoldspiel_LandVertsNortheast","Stercorarius skua","Stercorarius skua","Stercorarius skua","0","3","","168805921|88911183|1890680"
"Sterna dougallii","HarrisonGoldspiel_LandVertsNortheast","Sterna dougallii","Sterna dougallii","Sterna dougallii","0","1","","54660083"
"Sterna forsteri","HarrisonGoldspiel_LandVertsNortheast","Sterna forsteri","Sterna forsteri","Sterna forsteri","0","2","","109657936|54660086"
"Sterna hirundo","HarrisonGoldspiel_LandVertsNortheast","Sterna hirundo","Sterna hirundo","Sterna hirundo","2","1","1284805023|1273480968","54660088"
"Sterna paradiseae","HarrisonGoldspiel_LandVertsNortheast","Sterna paradiseae","Sterna paradisea","Sterna paradisea","0","0","",""
"Sternotherus odoratus","HarrisonGoldspiel_LandVertsNortheast","Sternotherus odoratus","Sternotherus odoratus","Sternotherus odoratus","0","3","","1139382380|523451668|1778397"
"Sternula antillarum","HarrisonGoldspiel_LandVertsNortheast","Sternula antillarum","Sternula antillarum","Sternula antillarum","0","2","","109657934|54660079"
"Stichaeus punctatus","ReneeFrancolini_MaineFish","Stichaeus punctatus","Stichaeus punctatus","Stichaeus punctatus","2","6","2228970412|2216790275","2072646471|2072646470|2072646469|2072646468|1561111536|985566752"
"Storeria dekayi","HarrisonGoldspiel_LandVertsNortheast","Storeria dekayi","Storeria dekayi","Storeria dekayi","0","2","","1057716010|18419348"
"Storeria occipitomaculata","HarrisonGoldspiel_LandVertsNortheast","Storeria occipitomaculata","Storeria occipitomaculata","Storeria occipitomaculata","0","1","","18419347"
"Streptopelia decaocto","HarrisonGoldspiel_LandVertsNortheast","Streptopelia decaocto","Streptopelia decaocto","Streptopelia decaocto","2","1","1381394236|1376496320","1488572308"
