"search_name","source_binomial","source","submitted_name","matched_name2","n_mitogenome","n_target","ids_mitogenome","ids_target","unique_target_seqs_n","primer_matched_n","clamp_threshold1_n","clamp_threshold2_n","dup_accessions","dup_species","dup_species_n","n_target_all"
"Martes americana","Martes americana","HarrisonGoldspiel_LandVertsNortheast","Martes americana","Martes americana",90,1,"1836273384|1836273370|1836273356|1836273342|1836273328|1836273314|1836273300|1836273286|1836273272|1836273258|1836273244|1836273230|1836273216|1836273202|1836273188|1836273174|1836273160|1836273146|1836273132|1836273118|1836273104|1836273090|1836273076|1836273062|1836273048|1836273020|1836273006|1836272992|1836272978|1836272964|1836272950|1836272936|1836272922|1836272908|1836272894|1836272880|1836272866|1836272852|1836272838|1836272824|1836272810|1836272796|1836272782|1836272768|1836272754|1836272740|1836272726|1836272712|1836272698|1836272684|1836272670|1836272656|1836272642|1836272628|1836272614|1836272600|1836272586|1836272572|1836272558|1836272544|1836272530|1836272488|1836272474|1836272432|1836272418|1836272404|1836272390|1836272376|1836272362|1836272348|1836272334|1836272320|1836272306|1836272292|1836272264|1836272250|1836272236|1836272222|1836272208|1836272194|1836272180|1836272166|1836272152|1836272138|1836272124|1836272110|1836272096|1836272082|295641159|470229937","2231350",15,13,13,13,"U78336.1|MT028278.1|MT028277.1|MT028276.1|MT028275.1|MT028274.1|MT028273.1|MT028272.1|MT028271.1|MT028270.1|MT028269.1|MT028261.1|MT028259.1|MT028257.1|MT028254.1|MT028252.1|MT028251.1|MT028250.1|MT028249.1|MT028245.1|MT028243.1|MT028242.1|MT028241.1|MT028240.1|MT028237.1|MT028235.1|MT028233.1|MT028232.1|MT028231.1|MT028230.1|MT028229.1|MT028228.1|MT028227.1|MT028226.1|MT028225.1|MT028223.1|MT028210.1|MT028209.1|MT028208.1|MT028207.1|MT028206.1|MT028205.1|MT028204.1|MT028203.1|MT028202.1|MT028201.1|MT028200.1|MT028194.1|MT028192.1|MT028188.1|MT028186.1|MT028268.1|MT028267.1|MT028266.1|MT028265.1|MT028264.1|MT028263.1|MT028262.1|MT028260.1|MT028258.1|MT028244.1|MT028239.1|MT028221.1|MT028220.1|MT028219.1|MT028218.1|MT028217.1|MT028213.1|MT028198.1|MT028256.1|MT028255.1|MT028248.1|MT028247.1|MT028246.1|MT028238.1|MT028236.1|MT028234.1|MT028224.1|MT028222.1|MT028197.1|MT028196.1|MT028193.1|MT028191.1|MT028190.1|MT028189.1|MT028187.1|MT028185.1|MT028214.1|MT028195.1|HM106324.1|NC_020642.1","Martes americana","1",91
"Megaceryle alcyon","Megaceryle alcyon","HarrisonGoldspiel_LandVertsNortheast","Megaceryle alcyon","Megaceryle alcyon",0,1,"","168805880",1,1,1,1,"EU167039.1","Megaceryle alcyon","1",1
"Megascops asio","Megascops asio","HarrisonGoldspiel_LandVertsNortheast","Megascops asio","Megascops asio",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Melanerpes carolinus","Melanerpes carolinus","HarrisonGoldspiel_LandVertsNortheast","Melanerpes carolinus","Melanerpes carolinus",0,2,"","60281047|4099775",2,2,2,2,"AY940755.1|U89209.1","Melanerpes carolinus","1",2
"Melanerpes erythrocephalus","Melanerpes erythrocephalus","HarrisonGoldspiel_LandVertsNortheast","Melanerpes erythrocephalus","Melanerpes erythrocephalus",0,1,"","60281048",1,1,1,1,"AY940756.1","Melanerpes erythrocephalus","1",1
"Melanerpes lewis","Melanerpes lewis","HarrisonGoldspiel_LandVertsNortheast","Melanerpes lewis","Melanerpes lewis",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Melanitta americana","Melanitta americana","HarrisonGoldspiel_LandVertsNortheast","Melanitta americana","Melanitta americana",1,0,"2029858585","",NA,NA,NA,NA,"na","na","na",1
"Melanitta deglandi","Melanitta deglandi","HarrisonGoldspiel_LandVertsNortheast","Melanitta deglandi","Melanitta deglandi",1,0,"2029858543","",NA,NA,NA,NA,"na","na","na",1
"Melanitta perspicillata","Melanitta perspicillata","HarrisonGoldspiel_LandVertsNortheast","Melanitta perspicillata","Melanitta perspicillata",1,0,"2029858557","",NA,NA,NA,NA,"na","na","na",1
"Melanogrammus aeglefinus","Melanogrammus aeglefinus","ReneeFrancolini_MaineFish","Melanogrammus aeglefinus","Melanogrammus aeglefinus",2,5,"66864728|74310491","1698227687|1102318217|821091579|821091578|55956571",6,1,1,1,"MN136651.1|KX929907.1|KP644365.1|KP644364.1|AJ517759.1|DQ020497.1|NC_007396.1","Melanogrammus aeglefinus","1",7
"Meleagris gallopavo","Meleagris gallopavo","HarrisonGoldspiel_LandVertsNortheast","Meleagris gallopavo","Meleagris gallopavo",3,10,"157928635|323690831|323366894","1776498433|800909421|704366779|704366773|704366766|704366762|6970171|21530873|35757855|2213723",12,7,7,7,"XM_010722193.3|KP171707.1|KM224338.1|KM224337.1|KM224336.1|KM224335.1|AF230164.1|AJ490508.1|AJ583549.1|U83741.1|EF153719.1|NC_010195.2|JF275060.1","Meleagris gallopavo","1",13
"Melopsittacus undulatus","Melopsittacus undulatus","HarrisonGoldspiel_LandVertsNortheast","Melopsittacus undulatus","Melopsittacus undulatus",2,9,"133712144|134034920","1838300346|1838300344|1838300342|1103603|7339791|164520671|75678115|31074339|3169241",1,1,1,1,"EF450826.1|NC_009134.1","Melopsittacus undulatus","1",11
"Melospiza georgiana","Melospiza georgiana","HarrisonGoldspiel_LandVertsNortheast","Melospiza georgiana","Melospiza georgiana",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Melospiza lincolnii","Melospiza lincolnii","HarrisonGoldspiel_LandVertsNortheast","Melospiza lincolnii","Melospiza lincolnii",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Melospiza melodia","Melospiza melodia","HarrisonGoldspiel_LandVertsNortheast","Melospiza melodia","Melospiza melodia",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Menidia beryllina","Menidia beryllina","ReneeFrancolini_MaineFish","Menidia beryllina","Menidia beryllina",0,5,"","2282237353|2282237329|2282237328|2282140026|1129799447",5,3,3,3,"OP154193.1|OP154169.1|OP154168.1|OP151375.1|KX686069.1","Menidia beryllina","1",5
"Menidia menidia","Menidia menidia","ReneeFrancolini_MaineFish","Menidia menidia","Menidia menidia",190,2,"1517363219|1517363206|1517363193|1517363179|1517363166|1517363152|1517363138|1517363124|1517363111|1517363097|1517363084|1517363071|1517363057|1517363044|1517363031|1517363017|1517363004|1517362990|1517362977|1517362963|1517362949|1517362935|1517362922|1517362909|1517362896|1517362883|1517362870|1517362856|1517362842|1517362828|1517362814|1517362801|1517362788|1517362775|1517362762|1517362749|1517362736|1517362723|1517362710|1517362696|1517362682|1517362669|1517362655|1517362641|1517362628|1517362614|1517362601|1517362588|1517362575|1517362562|1517362548|1517362535|1517362522|1517362508|1517362494|1517362480|1517362466|1517362453|1517362439|1517362425|1517362411|1517362397|1517362383|1517362370|1517362356|1517362342|1517362328|1517362314|1517362301|1517362287|1517362274|1517362261|1517362247|1517362233|1517362220|1517362207|1517362193|1517362179|1517362166|1517362152|1517362138|1517362125|1517362111|1517362098|1517362084|1517362071|1517362057|1517362044|1517362030|1517362017|1517362003|1517361990|1517361976|1517361962|1517361949|1517361935|1517361921|1517361907|1517361894|1517361881|1517361868|1517361855|1517361842|1517361829|1517361815|1517361802|1517361788|1517361774|1517361761|1517361747|1517361734|1517361721|1517361707|1517361694|1517361680|1517361667|1517361653|1517361640|1517361626|1517361612|1517361598|1517361585|1517361571|1517361557|1517361544|1517361531|1517361517|1517361504|1517361490|1517361477|1517361463|1517361449|1517361435|1517361421|1517361407|1517361394|1517361381|1517361368|1517361355|1517361341|1517361327|1517361314|1517361301|1517361287|1517361274|1517361260|1517361246|1517361233|1517361219|1517361205|1517361192|1517361179|1517361166|1517361152|1517361139|1517361125|1517361111|1517361097|1517361084|1517361070|1517361056|1517361042|1517361028|1517361014|1517361000|1517360986|1517360973|1517360960|1517360946|1517360932|1517360918|1517360904|1517360891|1517360877|1517360864|1517360851|1517360837|1517360824|1517360810|1517360797|1517360784|1517360771|1517360757|1517360744|1517360730|1517360716|1517360703|1517360689|1517360675|197311199","40841884|33188314",2,NA,NA,NA,"AY430281.1|AY268923.1","Menidia menidia","1",192
"Menticirrhus saxatilis","Menticirrhus saxatilis","ReneeFrancolini_MaineFish","Menticirrhus saxatilis","Menticirrhus saxatilis",0,3,"","2282140068|1129799451|1129799450",3,NA,NA,NA,"OP151409.1|KX686073.1|KX686072.1","Menticirrhus saxatilis","1",3
"Mephitis mephitis","Mephitis mephitis","HarrisonGoldspiel_LandVertsNortheast","Mephitis mephitis","Mephitis mephitis",2,2,"295641271|470230512","2231352|1871562",3,2,2,2,"U78338.1|Y08517.1|HM106332.1|NC_020648.1","Mephitis mephitis","1",4
"Mergus merganser","Mergus merganser","HarrisonGoldspiel_LandVertsNortheast","Mergus merganser","Mergus merganser",3,1,"2029858613|1583107605|1040461282","37725794",1,1,1,1,"AY164529.1","Mergus merganser","1",4
"Mergus serrator","Mergus serrator","HarrisonGoldspiel_LandVertsNortheast","Mergus serrator","Mergus serrator",2,2,"2148245680|2029858627","113120246|113120245",1,NA,NA,NA,"DQ831212.1|DQ831211.1","Mergus serrator","1",4
"Merluccius bilinearis","Merluccius bilinearis","ReneeFrancolini_MaineFish","Merluccius bilinearis","Merluccius bilinearis",0,4,"","1515576548|227463836|82570112|4929508",4,NA,NA,NA,"MH377833.1|FJ215056.1|DQ274002.1|AF149989.1","Merluccius bilinearis","1",4
"Microgadus tomcod","Microgadus tomcod","ReneeFrancolini_MaineFish","Microgadus tomcod","Microgadus tomcod",0,3,"","2095925524|821091582|227463843",3,1,1,1,"OK172579.1|KP644368.1|FJ215063.1","Microgadus tomcod","1",3
"Micropogonias undulatus","Micropogonias undulatus","ReneeFrancolini_MaineFish","Micropogonias undulatus","Micropogonias undulatus",0,5,"","2296348076|1515576523|1515576522|1515576521|1442773662",4,NA,NA,NA,"OP404790.1|MH377808.1|MH377807.1|MH377806.1|MH715310.1","Micropogonias undulatus","1",5
"Microtus breweri","Microtus breweri","HarrisonGoldspiel_LandVertsNortheast","Microtus breweri","Microtus breweri",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Microtus pennsylvanicus","Microtus pennsylvanicus","HarrisonGoldspiel_LandVertsNortheast","Microtus pennsylvanicus","Microtus pennsylvanicus",0,1,"","349573496",1,NA,NA,NA,"JN393216.1","Microtus pennsylvanicus","1",1
"Microtus pinetorum","Microtus pinetorum","HarrisonGoldspiel_LandVertsNortheast","Microtus pinetorum","Microtus pinetorum",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Mimus polyglottos","Mimus polyglottos","HarrisonGoldspiel_LandVertsNortheast","Mimus polyglottos","Mimus polyglottos",0,1,"","7672632",1,NA,NA,NA,"AF140997.1","Mimus polyglottos","1",1
"Mniotilta varia","Mniotilta varia","HarrisonGoldspiel_LandVertsNortheast","Mniotilta varia","Mniotilta varia",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Mola mola","Mola mola","ReneeFrancolini_MaineFish","Mola mola","Mola mola",1,6,"46237732","2282139735|1515576550|109158934|56684241|56684240|27435110",1,1,1,1,"NC_005836.1","Mola mola","1",7
"Molothrus ater","Molothrus ater","HarrisonGoldspiel_LandVertsNortheast","Molothrus ater","Molothrus ater",2,3,"1935445201|1910803824","1912352628|21644750|33621162",4,2,2,2,"XM_036395349.1|AF447241.1|AY283892.1|NC_051468.1|MN356438.1","Molothrus ater","1",5
"Molothrus bonariensis","Molothrus bonariensis","HarrisonGoldspiel_LandVertsNortheast","Molothrus bonariensis","Molothrus bonariensis",0,1,"","19481516",1,1,1,1,"AF407090.1","Molothrus bonariensis","1",1
"Morone americana","Morone americana","ReneeFrancolini_MaineFish","Morone americana","Morone americana",4,5,"1935001756|1935001686|1033320149|1028909088","1843471769|1843471768|985563677|126655015|2809453",7,3,3,3,"MT484064.1|MT484063.1|LC104592.1|EF120828.1|AF042477.1|MT667246.1|MT667241.1|NC_030281.1|KU641485.1","Morone americana","1",9
"Morone saxatilis","Morone saxatilis","ReneeFrancolini_MaineFish","Morone saxatilis","Morone saxatilis",3,4,"2325478288|300069606|301353478","1880375153|1032518916|2809452|1161049",6,3,3,3,"XM_035666330.1|AH013018.2|AF042476.1|L60529.1|OM736848.1|HM447585.1|NC_014353.1","Morone saxatilis","1",7
"Morus bassanus","Morus bassanus","HarrisonGoldspiel_LandVertsNortheast","Morus bassanus","Morus bassanus",0,1,"","118603175",1,NA,NA,NA,"EF101669.1","Morus bassanus","1",1
"Motacilla alba","Motacilla alba","HarrisonGoldspiel_LandVertsNortheast","Motacilla alba","Motacilla alba",4,3,"2042117747|1910802718|992330618|961528057","1942947247|168805900|19481509",5,4,4,4,"XM_038158087.1|EU167059.1|AF407083.1|MW929091.1|NC_029229.1|KT736087.1|MN356232.1","Motacilla alba","1",7
"Mugil cephalus","Mugil cephalus","ReneeFrancolini_MaineFish","Mugil cephalus","Mugil cephalus",5,53,"2275341973|851779389|733370907|697740080|16356953","2321238153|2296348078|2296348077|2219975169|2219975166|2219975163|2219975161|2119634408|2059554023|1913242288|1860606065|1723778500|1707067190|1561111500|1467493008|1296935|1293099596|1209184570|1209184569|224486676|224486675|203284817|203284804|203284803|203284802|148925255|148925254|1096114174|4193860|992321753|1018242705|985567173|985567172|985567171|985567170|985567169|985567168|985567166|985565084|985565079|906357334|661414490|661414486|399765381|399765380|399765379|399765378|399765377|140270828|78560787|78560786|55507102|225421139",4,4,4,4,"ON262567.1|NC_003182.1|KP861225.1|KP018403.1|KM368340.1","Mugil cephalus","1",58
"Mugil curema","Mugil curema","ReneeFrancolini_MaineFish","Mugil curema","Mugil curema",2,32,"340549275|386800748","2296348099|2296348075|1296936|203284835|203284834|203284833|203284832|203284810|203284809|203284808|1129799460|661414588|661414488|399765364|399765363|399765362|399765361|399765360|399765359|399765358|399765357|399765356|399765355|399765354|399765353|399765352|399765350|109158937|78560785|78560784|78560783|4929518",24,3,3,3,"OP404813.1|OP404789.1|Z71993.1|EU715445.1|EU715444.1|EU715443.1|EU715442.1|EU715420.1|EU715419.1|EU715418.1|KX686082.1|KF375022.1|KF374975.1|JQ996483.1|JQ996481.1|JQ996477.1|JQ996476.1|JQ996475.1|JQ996482.1|JQ996478.1|JQ996480.1|JQ996479.1|JQ996474.1|JQ996473.1|JQ996472.1|JQ996471.1|JQ996469.1|DQ533248.1|DQ225771.1|DQ225770.1|DQ225769.1|AF149999.1|JF911710.1|NC_017889.1","Mugil curema","1",34
"Mullus auratus","Mullus auratus","ReneeFrancolini_MaineFish","Mullus auratus","Mullus auratus",0,3,"","2282140062|1515576532|1515576531",2,NA,NA,NA,"OP151405.1|MH377817.1|MH377816.1","Mullus auratus","1",3
"Mus musculus","Mus musculus","HarrisonGoldspiel_LandVertsNortheast","Mus musculus","Mus musculus",155,100,"2327616453|1878254178|1850793467|22863092|12001017|12001016|12000978|12000977|8051298|1197988689|34538597|167783100|167621405|161824361|161824347|161824333|161824319|359741883|344267002|344266988|344266974|344266960|344266946|344266932|68349600|68349586|62461709|50302071|41387027|41387013|41386999|41386985|38488898|33115104|342520|325511942|321401309|312844588|259020102|259020088|259020074|225423197|221664841|221664827|221664813|221664799|221664785|221664771|221664757|221664743|221664729|221664715|221664701|221664687|221664673|221664659|221664645|221664631|221664617|221664603|221664589|221664575|221664561|221664547|221664533|221664519|221664505|221664491|221664477|33112617|118200823|118200809|118200795|118200781|118200767|118200753|118200739|118200725|118200711|118200697|118200683|118200669|118200655|118200641|118200627|118200613|902816029|902816015|902816001|902815987|482677801|482677787|482677773|482677759|808177944|808177930|808177916|808177902|808177888|808177874|808177860|808177846|808177832|808177818|808177804|482677815|756142318|756142304|756142290|756142276|747197794|583829726|583829712|583829698|583829684|574587513|574587499|574587485|574587471|574587457|574587443|574587429|574587415|574587401|574587387|574587373|574587359|574587345|574587331|574587317|574587303|574587289|574587275|574587261|574587247|62198713|422034581|422034567|422034553|422034539|422034525|422034511|422034497|422034483|422034469|422034455|422034441|422034427|422034413|422034399|422034385|422034371|62184368|225622215|167716836","226442951|2282749014|2254016004|2254015959|2254015915|2254015870|2090601097|1830594676|1961335322|1961335080|1961335077|1961334375|1961334371|1961334316|1961334269|1961334267|1756559321|2521257|2518908|2518390|2518068|6865393|2262518|2066710|2066621|12700621|846388322|846388316|846388311|846388306|846388300|846388295|846388289|846388283|846388279|846388270|846388265|846388259|846388253|846388249|846388244|846388237|846388231|846388225|846388211|846388204|846388198|846388191|846388186|846388181|846388178|846388176|846388170|846388166|846388162|846388156|846388151|846388144|846388136|846388127|846388120|846388115|846388111|1131301045|1131300912|1131300911|1131300910|1131300909|110645865|110611880|62825894|59809045|54038286|34784930|29294680|28436843|23271830|21542545|19354158|19264084|18605866|17390577|16741543|15928445|14707683|13529628|375348223|194395382|194395381|124108835|124108834|16555385|16555384|16555383|20380355|63101631|19353295|55415813|854317|13103",88,46,46,46,"NM_178610.4|MZ661208.1|7PNW_A|7PNV_A|7PNU_A|7PNT_A|OK058401.1|MT328573.1|MW524625.1|MW524517.1|MW524177.1|MW524514.1|MW524221.1|MW524219.1|MW524199.1|MW524176.1|MN537869.1|C80927.1|C78578.1|C78060.1|C77738.1|AW360743.1|AA521773.1|AA409915.1|AA410153.1|AY012114.1|LC062084.1|LC062083.1|LC062082.1|LC062081.1|LC062070.1|LC062068.1|LC062080.1|LC062079.1|LC062078.1|LC062077.1|LC062076.1|LC062075.1|LC062074.1|LC062073.1|LC062072.1|LC062071.1|LC062069.1|LC062067.1|LC062066.1|LC062065.1|LC062064.1|LC062063.1|LC062062.1|LC062061.1|LC062060.1|LC062059.1|LC062058.1|LC062057.1|LC062056.1|LC062055.1|LC062054.1|LC062049.1|LC062053.1|LC062052.1|LC062051.1|LC062050.1|LC062048.1|KX381752.1|KX381619.1|KX381618.1|KX381617.1|KX381616.1|BC119621.1|BC119622.1|BC094236.1|BC089510.1|BC084586.1|BC056961.1|BC046791.1|BC048955.1|BC023920.1|BC033045.1|BC024850.1|BC025074.1|BC022994.1|BC018250.1|BC016581.1|BC014703.1|BC003213.1|BC005522.1|JQ287761.1|EU851901.1|EU851900.1|EF027268.1|EF027267.1|AY057793.1|AY057792.1|AY057791.1|BC027540.1|BC094619.1|BC024680.1|AB125788.1|X84382.1|V00665.1","Mus musculus","1",255
"Mustela erminea","Mustela erminea","HarrisonGoldspiel_LandVertsNortheast","Mustela erminea","Mustela erminea",12,13,"2168681219|2168681121|2168681065|2168680841|2168680827|2168680799|2168680771|2168680757|2120245636|1959384134|722489651|698173589","1804771532|1804771530|1804771528|704366667|704366662|704366658|704366654|704366650|704366646|704366642|172052651|124108839|3273820",21,16,16,16,"XM_032321613.1|XM_032321611.1|XM_032321610.1|KM224314.1|KM224313.1|KM224312.1|KM224311.1|KM224310.1|KM224309.1|KM224308.1|AB119066.1|EF027272.1|AF068553.1|MK603904.1|MK603896.1|MK603876.1|MK603873.1|MK603871.1|MK603892.1|MK603875.1|MK603870.1|MT584107.1|MW257230.1|NC_025516.1|KM091450.1","Mustela erminea","1",25
"Mustela richardsonii","Mustela richardsonii","HarrisonGoldspiel_LandVertsNortheast","Mustela richardsonii","Mustela richardsonii",35,0,"2168681373|2168681359|2168681345|2168681331|2168681317|2168681303|2168681289|2168681275|2168681261|2168681247|2168681233|2168681205|2168681191|2168681135|2168681107|2168681093|2168681079|2168681051|2168681037|2168681023|2168681009|2168680995|2168680981|2168680967|2168680953|2168680939|2168680925|2168680911|2168680897|2168680883|2168680869|2168680855|2168680813|2168680785|2168680743","",10,10,10,10,"MK603915.1|MK603912.1|MK603911.1|MK603907.1|MK603906.1|MK603905.1|MK603902.1|MK603897.1|MK603894.1|MK603891.1|MK603890.1|MK603889.1|MK603888.1|MK603887.1|MK603886.1|MK603882.1|MK603881.1|MK603880.1|MK603879.1|MK603877.1|MK603874.1|MK603914.1|MK603913.1|MK603910.1|MK603909.1|MK603908.1|MK603903.1|MK603895.1|MK603893.1|MK603885.1|MK603884.1|MK603883.1|MK603878.1|MK603872.1|MK603869.1","Mustela richardsonii","1",35
"Mustela vison","Mustela vison","HarrisonGoldspiel_LandVertsNortheast","Mustela vison","Mustela vison",5,19,"1878254346|295641131|991820522|734521431|470229835","2315055044|2315055040|2112855629|2112855626|2112855623|2112855621|2112855613|2112855610|2112855608|2112855605|2112853815|608609154|765369|339896071|172052659|153012282|3273822|2231355|1871566",20,4,4,4,"OP603110.1|OP603108.1|XM_044248930.1|XM_044248929.1|XM_044248928.1|XM_044248927.1|XM_044248926.1|XM_044248925.1|XM_044248924.1|XM_044248923.1|XM_044248282.1|KF990327.1|HQ848948.1|S73800.1|AB119074.1|EF472283.1|AF068555.1|U78341.1|Y08514.1|MT410953.1|KM488625.1|HM106322.1|KU146454.1|NC_020641.1","Mustela vison","1",24
"Mustelus canis","Mustelus canis","ReneeFrancolini_MaineFish","Mustelus canis","Mustelus canis",0,6,"","1515576512|1515576511|1515576510|1515576509|1515576508|56405196",NA,NA,NA,NA,"na","na","na",6
"Myadestes townsendi","Myadestes townsendi","HarrisonGoldspiel_LandVertsNortheast","Myadestes townsendi","Myadestes townsendi",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Mycteria americana","Mycteria americana","HarrisonGoldspiel_LandVertsNortheast","Mycteria americana","Mycteria americana",0,2,"","94471933|37538036",2,2,2,2,"DQ485797.1|U83712.2","Mycteria americana","1",2
"Myiarchus cinerascens","Myiarchus cinerascens","HarrisonGoldspiel_LandVertsNortheast","Myiarchus cinerascens","Myiarchus cinerascens",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Myiarchus crinitus","Myiarchus crinitus","HarrisonGoldspiel_LandVertsNortheast","Myiarchus crinitus","Myiarchus crinitus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Myiodynastes maculatus","Myiodynastes maculatus","HarrisonGoldspiel_LandVertsNortheast","Myiodynastes maculatus","Myiodynastes maculatus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
