"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name2","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","url","imported_at","match_type","match_value","prescore","score","local_id","current_taxon_id","current_name_string","global_id"
"Pleuronectes putnami","Pleuronectes putnami",12,"Encyclopedia of Life","561a0e5e-cafc-5271-b7a4-b08848f3a6c2","Pleuronectes putnami","","","","46570120",0,NA,"2022-06-10T02:13:49Z",1,"Exact string match","3|0|0",0.988,"46570120",NA,NA,NA
"Pristigenys alta","Pristigenys alta",4,"National Center for Biotechnology Information","6b78d1e6-e210-5fb4-bf0c-31d765266d35","Pristigenys alta","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Eupercaria|Priacanthiformes|Priacanthidae|Pristigenys|Pristigenys alta","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489922|2024536|30865|184446|749482","749482",0,NA,"2022-06-13T12:37:33Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Rostroraja eglanteria","Rostroraja eglanteria",12,"Encyclopedia of Life","ff700395-6959-59dd-8063-1f235ad41aae","Rostroraja eglanteria","","","","60774337",0,NA,"2022-06-10T03:56:03Z",1,"Exact string match","3|0|0",0.988,"60774337",NA,NA,NA
"Seriola zonata","Seriola zonata",4,"National Center for Biotechnology Information","61384aee-1cf1-5b60-a3b5-0317a64558e1","Seriola zonata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Carangaria|Carangiformes|Carangidae|Seriola|Seriola zonata","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489904|1489907|8157|8160|173334","173334",0,NA,"2022-06-13T12:15:28Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Sphyraena borealis","Sphyraena borealis",4,"National Center for Biotechnology Information","b66b5438-3332-5b08-9355-795c5b316ab2","Sphyraena borealis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Carangaria||Sphyraenidae|Sphyraena|Sphyraena borealis","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade||family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489904|1489905|27769|13691|372791","372791",0,NA,"2022-06-13T12:24:16Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Trachinotus falcatus","Trachinotus falcatus",2,"Wikispecies","4f5a373b-4dbb-53e4-b00a-1a847e4fe35a","Trachinotus falcatus","","","","356185",0,"http://species.wikimedia.org/wiki/Trachinotus_falcatus","2022-06-10T19:51:51Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Lithobates sylvaticus","Lithobates sylvaticus",2,"Wikispecies","5d2a08c6-2266-5a2f-bcc0-693c2e49210a","Lithobates sylvaticus","","","","7303",0,"http://species.wikimedia.org/wiki/Lithobates_sylvaticus","2022-06-10T19:46:25Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Lithobates catesbeianus","Lithobates catesbeianus",4,"National Center for Biotechnology Information","2111fc98-2e62-5b0a-93dc-e476b75ae92c","Lithobates catesbeianus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amphibia|Batrachia|Anura|Neobatrachia|Ranoidea|Ranidae|Lithobates|Lithobates catesbeianus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|class|superorder|order|suborder|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|8292|41666|8342|8416|30352|8397|192752|8400","8400",0,NA,"2022-06-13T12:07:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Lithobates clamitans","Lithobates clamitans",2,"Wikispecies","8a262924-e24e-5e49-b9dd-33a423de284b","Lithobates clamitans","","","","194563",0,"http://species.wikimedia.org/wiki/Lithobates_clamitans","2022-06-10T19:49:56Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Lithobates palustris","Lithobates palustris",2,"Wikispecies","9c68c962-15d8-500d-bce4-c45b9c781392","Lithobates palustris","","","","194605",0,"http://species.wikimedia.org/wiki/Lithobates_palustris","2022-06-10T19:49:56Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Lithobates pipiens","Lithobates pipiens",2,"Wikispecies","b97b2074-a0eb-544e-8b61-410f4eb2c4d6","Lithobates pipiens","","","","30187",0,"http://species.wikimedia.org/wiki/Lithobates_pipiens","2022-06-10T19:47:05Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Lithobates septentrionalis","Lithobates septentrionalis",2,"Wikispecies","7ce5c0f0-251d-5ee2-ab04-ff42022b2503","Lithobates septentrionalis","","","","194913",0,"http://species.wikimedia.org/wiki/Lithobates_septentrionalis","2022-06-10T19:49:56Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pseudacris crucifer","Pseudacris crucifer",2,"Wikispecies","7466ac52-b6d4-5a21-84ff-7e20ec8f0a4a","Pseudacris crucifer","","","","6683",0,"http://species.wikimedia.org/wiki/Pseudacris_crucifer","2022-06-10T19:46:24Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Hyla versicolor","Hyla versicolor",7,"Union 4","b0f1fa82-165f-5293-851c-033307f96fd3","Hyla versicolor","|Cellular life|Eukaryota|Opisthokonts|Choanoflagellates and animals|Animalia|Epitheliates|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Tetrapoda|Amphibia|Anura|Neobatrachids|Bufonids and hylids|Hylidae|Hylinae|Hyla|Hyla versicolor","|above family|above family|above family|above family|unranked|above family|above family|above family|above family|unranked|above family|above family|superclass|class|unranked|unranked|above family|above family|above family|family||genus|species","2822864|2823207|2828118|2843765|2843766|2843767|2843768|17974913|2843770|2844251|2844262|2844327|2844348|2845520|2872875|2872898|2900602|2900603|2900822|2900823|2901763|22175014|2901877|2902189","2902189",0,NA,"2012-08-21T16:45:40Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Hyla chrysoscelis","Hyla chrysoscelis",7,"Union 4","e417691e-e396-54a5-9178-495eb79346cd","Hyla chrysoscelis","|Cellular life|Eukaryota|Opisthokonts|Choanoflagellates and animals|Animalia|Epitheliates|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Tetrapoda|Amphibia|Anura|Neobatrachids|Bufonids and hylids|Hylidae|Hylinae|Hyla|Hyla chrysoscelis","|above family|above family|above family|above family|unranked|above family|above family|above family|above family|unranked|above family|above family|superclass|class|unranked|unranked|above family|above family|above family|family||genus|species","2822864|2823207|2828118|2843765|2843766|2843767|2843768|17974913|2843770|2844251|2844262|2844327|2844348|2845520|2872875|2872898|2900602|2900603|2900822|2900823|2901763|22175014|2901877|2901956","2901956",0,NA,"2012-08-21T16:45:40Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Anaxyrus americanus","Anaxyrus americanus",4,"National Center for Biotechnology Information","fce4c2b1-2b5d-5506-9152-5acc84a9a23d","Anaxyrus americanus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amphibia|Batrachia|Anura|Neobatrachia|Hyloidea|Bufonidae|Anaxyrus|Anaxyrus americanus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|class|superorder|order|suborder|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|8292|41666|8342|8416|8417|8382|651670|8389","8389",0,NA,"2022-06-13T12:07:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Ambystoma maculatum","Ambystoma maculatum",2,"Wikispecies","108fe08c-2c5b-55f4-bff3-dbc3d4164542","Ambystoma maculatum","","","","6155",0,"http://species.wikimedia.org/wiki/Ambystoma_maculatum","2022-06-10T19:46:23Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Ambystoma laterale","Ambystoma laterale",2,"Wikispecies","30ce42cc-99e3-5381-adb7-798a9b7c71a2","Ambystoma laterale","","","","6154",0,"http://species.wikimedia.org/wiki/Ambystoma_laterale","2022-06-10T19:46:23Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Notopthalmus viridescens","Notopthalmus viridescens",168,"Index to Organism Names","13d0f394-d140-5dad-829b-725479b693ad","Notopthalmus viridescens","","","","2236515",0,NA,"2021-01-27T18:16:33Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Plethodon cinereus","Plethodon cinereus",2,"Wikispecies","65bde51f-be6a-515a-bc95-d0a3c293a92e","Plethodon cinereus","","","","6667",0,"http://species.wikimedia.org/wiki/Plethodon_cinereus","2022-06-10T19:46:24Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Hemidactylium scutatum","Hemidactylium scutatum",2,"Wikispecies","bbbad258-950e-56f5-8f7a-4c1e703d69ba","Hemidactylium scutatum","","","","62036",0,"http://species.wikimedia.org/wiki/Hemidactylium_scutatum","2022-06-10T19:47:49Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Desmognathus fuscus","Desmognathus fuscus",2,"Wikispecies","6358838a-c30f-5c20-b4a4-bc1d26409d36","Desmognathus fuscus","","","","201447",0,"http://species.wikimedia.org/wiki/Desmognathus_fuscus","2022-06-10T19:50:01Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Eurycea bislineata","Eurycea bislineata",2,"Wikispecies","714bdef3-c093-5399-9fce-2f2a44ecb28b","Eurycea bislineata","","","","201828",0,"http://species.wikimedia.org/wiki/Eurycea_bislineata","2022-06-10T19:50:01Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Gyrinophilus porphyriticus","Gyrinophilus porphyriticus",2,"Wikispecies","27d8408f-8553-5785-ab42-80a9f896425e","Gyrinophilus porphyriticus","","","","201868",0,"http://species.wikimedia.org/wiki/Gyrinophilus_porphyriticus","2022-06-10T19:50:01Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Necturus maculosus","Necturus maculosus",2,"Wikispecies","ae727589-90a3-50cd-aa82-778fb19b477b","Necturus maculosus","","","","6161",0,"http://species.wikimedia.org/wiki/Necturus_maculosus","2022-06-10T19:46:23Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Lithobates kauffeldi","Lithobates kauffeldi",4,"National Center for Biotechnology Information","ebdfcd2c-9f53-5abf-8917-d5a9758f33d9","Lithobates kauffeldi","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amphibia|Batrachia|Anura|Neobatrachia|Ranoidea|Ranidae|Lithobates|Lithobates kauffeldi","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|class|superorder|order|suborder|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|8292|41666|8342|8416|30352|8397|192752|2039489","2039489",0,NA,"2022-06-13T13:25:17Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Lithobates sphenocephalus","Lithobates sphenocephalus",4,"National Center for Biotechnology Information","6ab1de02-2e59-524f-ba25-acb56f1c2eb6","Lithobates sphenocephalus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amphibia|Batrachia|Anura|Neobatrachia|Ranoidea|Ranidae|Lithobates|Lithobates sphenocephalus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|class|superorder|order|suborder|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|8292|41666|8342|8416|30352|8397|192752|146672","146672",0,NA,"2022-06-13T12:14:15Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Lithobates vergatipes","Lithobates vergatipes",1,"Catalogue of Life Checklist","b282995a-3092-55c2-865d-6b12ae13e5cd","Lithobates virgatipes","Biota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Tetrapoda|Amphibia|Anura|Ranidae|Lithobates|Lithobates virgatipes","unranked|kingdom|phylum|subphylum|infraphylum|parvphylum|gigaclass|megaclass|class|order|family|genus|species","5T6MX|N|CH2|8V4V3|8V4V5|8VVWB|8VSMX|9CK8W|PH|PW|FJM|62XYT|3VHR7","3VHR7",1,NA,"2022-09-02T23:41:26Z",3,"Fuzzy match by canonical form","1|0|0",0.75,NA,NA,NA,NA
"Hyla andersonii","Hyla andersonii",7,"Union 4","83182e85-177b-54ec-91a6-973acb382793","Hyla andersonii","|Cellular life|Eukaryota|Opisthokonts|Choanoflagellates and animals|Animalia|Epitheliates|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Tetrapoda|Amphibia|Anura|Neobatrachids|Bufonids and hylids|Hylidae|Hylinae|Hyla|Hyla andersonii","|above family|above family|above family|above family|unranked|above family|above family|above family|above family|unranked|above family|above family|superclass|class|unranked|unranked|above family|above family|above family|family||genus|species","2822864|2823207|2828118|2843765|2843766|2843767|2843768|17974913|2843770|2844251|2844262|2844327|2844348|2845520|2872875|2872898|2900602|2900603|2900822|2900823|2901763|22175014|2901877|2901897","2901897",0,NA,"2012-08-21T16:45:40Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Acris crepitans","Acris crepitans",2,"Wikispecies","af08056e-3294-5d5b-8a1d-6b3ad9d36d61","Acris crepitans","","","","177596",0,"http://species.wikimedia.org/wiki/Acris_crepitans","2022-06-10T19:49:40Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Acris blanchardi","Acris blanchardi",2,"Wikispecies","f402e8da-f1dd-58cc-8d8e-33618e88b03f","Acris blanchardi","","","","198684",0,"http://species.wikimedia.org/wiki/Acris_blanchardi","2022-06-10T19:49:58Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pseudacris triseriata","Pseudacris triseriata",2,"Wikispecies","11ebf3c1-6577-5bf9-b0d3-9c7545b48ef1","Pseudacris triseriata","","","","178895",0,"http://species.wikimedia.org/wiki/Pseudacris_triseriata","2022-06-10T19:49:40Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pseudacris brachyphona","Pseudacris brachyphona",2,"Wikispecies","f82c94d0-ecda-54a0-ac99-42a040816819","Pseudacris brachyphona","","","","178880",0,"http://species.wikimedia.org/wiki/Pseudacris_brachyphona","2022-06-10T19:49:40Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Anaxyrus fowleri","Anaxyrus fowleri",2,"Wikispecies","ebb954f9-fd1d-5391-be77-d1286e5b3a32","Anaxyrus fowleri","","","","62043",0,"http://species.wikimedia.org/wiki/Anaxyrus_fowleri","2022-06-10T19:47:49Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Scaphiopus holbrookii","Scaphiopus holbrookii",2,"Wikispecies","3912e3da-dbcf-5cb1-a9d3-8247139dc6a1","Scaphiopus holbrookii","","","","162561",0,"http://species.wikimedia.org/wiki/Scaphiopus_holbrookii","2022-06-10T19:49:25Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Ambystoma jeffersonianum","Ambystoma jeffersonianum",2,"Wikispecies","c701022e-7215-5dbc-a67e-ccedb9ad8971","Ambystoma jeffersonianum","","","","6153",0,"http://species.wikimedia.org/wiki/Ambystoma_jeffersonianum","2022-06-10T19:46:23Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Ambystoma opacum","Ambystoma opacum",2,"Wikispecies","8f47992f-8b13-5852-907d-f7447fa15f27","Ambystoma opacum","","","","6592",0,"http://species.wikimedia.org/wiki/Ambystoma_opacum","2022-06-10T19:46:23Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Ambystoma texanum","Ambystoma texanum",2,"Wikispecies","28a69b73-96d1-5305-b076-83dd7647b5e5","Ambystoma texanum","","","","62027",0,"http://species.wikimedia.org/wiki/Ambystoma_texanum","2022-06-10T19:47:49Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Ambystoma barbouri","Ambystoma barbouri",2,"Wikispecies","206d72c4-58a8-5361-aa4a-972d9ee0f83f","Ambystoma barbouri","","","","55583",0,"http://species.wikimedia.org/wiki/Ambystoma_barbouri","2022-06-10T19:47:43Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Ambystoma tigrinum","Ambystoma tigrinum",2,"Wikispecies","6b0556a6-3015-54e8-b88b-b81113ad1838","Ambystoma tigrinum","","","","6169",0,"http://species.wikimedia.org/wiki/Ambystoma_tigrinum","2022-06-10T19:46:23Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Plethodon glutinosus","Plethodon glutinosus",2,"Wikispecies","9d6efa16-9380-5890-b07e-24d4a0ce799c","Plethodon glutinosus","","","","201656",0,"http://species.wikimedia.org/wiki/Plethodon_glutinosus","2022-06-10T19:50:01Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Plethodon hoffmani","Plethodon hoffmani",2,"Wikispecies","7886925a-b6dc-5e0a-ad36-48839c3b04f3","Plethodon hoffmani","","","","201658",0,"http://species.wikimedia.org/wiki/Plethodon_hoffmani","2022-06-10T19:50:01Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Plethodon richmondi","Plethodon richmondi",2,"Wikispecies","9d1d4b0c-f1ee-588a-ad34-b0f804ce6225","Plethodon richmondi","","","","201676",0,"http://species.wikimedia.org/wiki/Plethodon_richmondi","2022-06-10T19:50:01Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Plethodon wehrlei","Plethodon wehrlei",2,"Wikispecies","67a4ecf9-3d8a-5602-93ba-67dbee7d3551","Plethodon wehrlei","","","","201689",0,"http://species.wikimedia.org/wiki/Plethodon_wehrlei","2022-06-10T19:50:01Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pseudotriton ruber","Pseudotriton ruber",2,"Wikispecies","c26abeac-c611-5b7f-9d76-525f1648bad7","Pseudotriton ruber","","","","202142",0,"http://species.wikimedia.org/wiki/Pseudotriton_ruber","2022-06-10T19:50:02Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pseudotriton montanus","Pseudotriton montanus",2,"Wikispecies","d8b0a022-0dc0-5b49-80b8-f4b2e5661ec3","Pseudotriton montanus","","","","202137",0,"http://species.wikimedia.org/wiki/Pseudotriton_montanus","2022-06-10T19:50:02Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Aneides aneides","Aneides aneides",1,"Catalogue of Life Checklist","249908aa-735d-5e50-aab2-08e99a958853","Aneides","Biota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Tetrapoda|Amphibia|Caudata|Plethodontidae|Plethodontinae|Aneides","unranked|kingdom|phylum|subphylum|infraphylum|parvphylum|gigaclass|megaclass|class|order|family|subfamily|genus","5T6MX|N|CH2|8V4V3|8V4V5|8VVWB|8VSMX|9CK8W|PH|W3|625RT|628M6|VWG","VWG",0,NA,"2022-09-02T23:41:24Z",6,"Could only match genus","1|0|0",0.75,NA,NA,NA,NA
"Desmognathus monticola","Desmognathus monticola",2,"Wikispecies","b52cda0d-5eb8-5e87-9cf9-4db3cb81d1bf","Desmognathus monticola","","","","201450",0,"http://species.wikimedia.org/wiki/Desmognathus_monticola","2022-06-10T19:50:01Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Desmognathus ochrophaeus","Desmognathus ochrophaeus",2,"Wikispecies","6b91adfb-7d0d-5fdf-ad4e-efe238f1319b","Desmognathus ochrophaeus","","","","201454",0,"http://species.wikimedia.org/wiki/Desmognathus_ochrophaeus","2022-06-10T19:50:01Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Eurycea cirrigera","Eurycea cirrigera",2,"Wikispecies","b154157f-d6fb-5102-91aa-0d014127cecc","Eurycea cirrigera","","","","201833",0,"http://species.wikimedia.org/wiki/Eurycea_cirrigera","2022-06-10T19:50:01Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Eurycea longicauda","Eurycea longicauda",2,"Wikispecies","eeb43c18-3bd6-52df-8c05-80e9dd6f8139","Eurycea longicauda","","","","201837",0,"http://species.wikimedia.org/wiki/Eurycea_longicauda","2022-06-10T19:50:01Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Eurycea lucifuga","Eurycea lucifuga",2,"Wikispecies","cadb6eef-fbbb-53a6-b18b-9af8dbff5424","Eurycea lucifuga","","","","201842",0,"http://species.wikimedia.org/wiki/Eurycea_lucifuga","2022-06-10T19:50:01Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cryptobranchus alleganiensis","Cryptobranchus alleganiensis",2,"Wikispecies","9a0ca635-9fde-5b1e-9894-729686feda57","Cryptobranchus alleganiensis","","","","6662",0,"http://species.wikimedia.org/wiki/Cryptobranchus_alleganiensis","2022-06-10T19:46:24Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Siren intermedia","Siren intermedia",2,"Wikispecies","82374429-1a84-57cf-b7b6-cb95f1b507ce","Siren intermedia","","","","62019",0,"http://species.wikimedia.org/wiki/Siren_intermedia","2022-06-10T19:47:49Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Chrysemys picta","Chrysemys picta",2,"Wikispecies","00f7ac1f-2e9e-5749-80a6-1051d77dafb1","Chrysemys picta","","","","190875",0,"http://species.wikimedia.org/wiki/Chrysemys_picta","2022-06-10T19:49:52Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Clemmys guttata","Clemmys guttata",4,"National Center for Biotechnology Information","787869c2-b595-5aca-8551-00496c2adda3","Clemmys guttata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Sauropsida|Sauria|Archelosauria|Testudinata|Testudines|Cryptodira|Durocryptodira|Testudinoidea|Emydidae|Clemmys|Clemmys guttata","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|clade|clade|clade|clade|subclass|order|suborder|clade|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|8457|32561|1329799|2841271|8459|8464|1579337|8486|8476|52432|85608","85608",0,NA,"2022-06-13T12:11:24Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Glyptemys insculpta","Glyptemys insculpta",2,"Wikispecies","b768eb79-3c05-5421-97d8-db201d5e888f","Glyptemys insculpta","","","","354949",0,"http://species.wikimedia.org/wiki/Glyptemys_insculpta","2022-06-10T19:51:48Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Terrapene carolina","Terrapene carolina",2,"Wikispecies","669b50b5-21da-5b5f-9db2-d92ca48bcb2c","Terrapene carolina","","","","116082",0,"http://species.wikimedia.org/wiki/Terrapene_carolina","2022-06-10T19:48:46Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Trachemys scripta","Trachemys scripta",2,"Wikispecies","6ce039d8-de08-5fd2-8ccb-6ec25df5b0fa","Trachemys scripta","","","","150106",0,"http://species.wikimedia.org/wiki/Trachemys_scripta","2022-06-10T19:49:15Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Chelydra serpentina","Chelydra serpentina",2,"Wikispecies","ff91a6b9-aae6-5413-9c5d-3514107873ee","Chelydra serpentina","","","","239260",0,"http://species.wikimedia.org/wiki/Chelydra_serpentina","2022-06-10T19:50:34Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Sternotherus odoratus","Sternotherus odoratus",2,"Wikispecies","e027cddd-ab50-584d-9d92-65abadd28783","Sternotherus odoratus","","","","122470",0,"http://species.wikimedia.org/wiki/Sternotherus_odoratus","2022-06-10T19:48:52Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Coluber constrictor","Coluber constrictor",2,"Wikispecies","c90d56e9-4265-5d42-b162-f6aa6bddd614","Coluber constrictor","","","","61321",0,"http://species.wikimedia.org/wiki/Coluber_constrictor","2022-06-10T19:47:48Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Diadophis punctatus","Diadophis punctatus",2,"Wikispecies","357e6d3c-00fa-55e5-be31-87f363a4fdd4","Diadophis punctatus","","","","61325",0,"http://species.wikimedia.org/wiki/Diadophis_punctatus","2022-06-10T19:47:48Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Lampropeltis triangulum","Lampropeltis triangulum",2,"Wikispecies","3260f25b-4ff4-57f4-a5e4-84f8296a376d","Lampropeltis triangulum","","","","140968",0,"http://species.wikimedia.org/wiki/Lampropeltis_triangulum","2022-06-10T19:49:06Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
